ocid,id,tender.id,tender.procurementMethodDetails,tender.title,tender.procurementMethod,tender.status,tender.submissionMethodDetails,tender.bidDate,tender.openingDate,tender.procuringEntity.id,tender.procuringEntity.name,tender.tenderPeriod.endDate,tender.tenderPeriod.startDate,tender.description,buyer.id,buyer.name,tag,initiationType,date,tender.submissionMethod,tender.enquiryPeriod.endDate,parties,año
ocds-yfs5dr-448555,adjudicacion-448555,448555,Compra Directa,Compra Directa 1150/2014,open,NA,Fecha de solicitud de prorroga: 2015-01-12T00:00:00Z;Fecha y hora de apertura: 2015-01-14T14:30:00Z;Lugar de entrega: AV LUIS ALBERTO DE HERRERA N?: 4553  ;Lugar de la apertura: Ituzaingo 1474 1º piso; Sección Adquisiciones.,NA, 2015-01-14T14:30:00Z,10-4,Dirección Nacional de Hidrografía,NA,NA,Suministro de leche. ,10-4,Dirección Nacional de Hidrografía,compiled,tender,2015-01-02T11:55:00Z,NA,NA,NA,2015
ocds-yfs5dr-494650,llamado-494650,494650,Licitación Abreviada,Licitación Abreviada 2/2016,open,NA,Fecha de solicitud de prorroga: 2015-10-12T00:00:00Z;Fecha y hora de apertura: 2015-10-14T10:00:00Z;Lugar de entrega: HOSPITAL BELLA UNION;Lugar de la apertura: HOSPITAL BELLA UNION,NA, 2015-10-14T10:00:00Z,29-34,Centro Auxiliar de Bella Unión,2015-10-14T10:00:00Z,2015-10-07T11:00:00Z,LICITACION ABREVIADA Nº2/16 SUMINISTRO DE LECHE FRESCA,29-34,Centro Auxiliar de Bella Unión,compiled,tender,2015-10-07T11:00:00Z,NA,2015-10-12T00:00:00Z,NA,2015
ocds-yfs5dr-i220357,adjudicacion-i220357,i220357,Compra Directa,Compra Directa 304945/2015,open,NA,Fecha de solicitud de prorroga: 2015-09-30T00:00:00Z;Fecha y hora de apertura: 2015-10-02T11:30:00Z;Lugar de entrega: Rincón 723; oficina 103. Departamento de Adquisiciones y Proveeduría;Lugar de la apertura: Rincón 723; oficina 103. Departamento de Adquisiciones y Proveeduría,NA, 2015-10-02T11:30:00Z,98-1,Intendencia de Montevideo,2015-09-08T18:00:00Z,2015-09-03T22:40:00Z,RACION PARA VACA LECHERA,98-1,Intendencia de Montevideo,compiled,tender,2015-09-22T22:40:00Z,NA,NA,NA,2015
ocds-yfs5dr-486068,adjudicacion-486068,486068,Compra Directa,Compra Directa 509/2015,open,NA,Fecha de solicitud de prorroga: 2015-07-16T00:00:00Z;Fecha y hora de apertura: 2015-08-19T14:00:00Z;Lugar de entrega: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE ;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE,NA, 2015-08-19T14:00:00Z,5-2,Contaduría General de la Nación,NA,NA,"Compra de leche, detergente, limones y arts limpieza",5-2,Contaduría General de la Nación,compiled,tender,2015-08-10T11:40:00Z,NA,NA,NA,2015
ocds-yfs5dr-i221312,adjudicacion-i221312,i221312,Compra Directa,Compra Directa 305880/2015,open,NA,Fecha de solicitud de prorroga: 2015-11-30T00:00:00Z;Fecha y hora de apertura: 2015-12-07T11:00:00Z;Lugar de entrega: PCIO. MUNICIPAL - PISO 3 - SECTOR EJIDO ;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2015-11-16T12:30:00Z, 2015-11-16T12:30:00Z, 2015-12-07T11:00:00Z,98-1,Intendencia de Montevideo,2015-10-06T17:00:00Z,2015-10-05T13:57:00Z,RACION PARA VACA LECHERA,98-1,Intendencia de Montevideo,compiled,tender,2015-11-27T22:40:00Z,NA,NA,NA,2015
ocds-yfs5dr-443409,adjudicacion-443409,443409,Licitación Abreviada,Licitación Abreviada 7/2015,open,NA,Fecha de solicitud de prorroga: 2015-02-10T00:00:00Z;Fecha y hora de apertura: 2015-02-13T11:00:00Z;Lugar de entrega: PCIO. MUNICIPAL - PISO 4 - SECTOR EJIDO ;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE,NA, 2015-02-13T11:00:00Z,26-15,Hospital de Clínicas,NA,NA,"PRODUCTOS LÁCTEOS Y FLETE ACARREO DE LECHE 
EJERCICIO 2015
PLAZA",26-15,Hospital de Clínicas,compiled,tender,2015-02-02T11:50:00Z,NA,NA,NA,2015
ocds-yfs5dr-485426,adjudicacion-485426,485426,Compra Directa,Compra Directa 494/2015,open,NA,Fecha de solicitud de prorroga: 2015-08-18T00:00:00Z;Fecha y hora de apertura: 2015-08-26T11:00:00Z;Lugar de entrega: SAN MARTIN 3235;Lugar de la apertura: SAN MARTIN 3235,NA, 2015-08-26T11:00:00Z,5-2,Contaduría General de la Nación,NA,NA,"azúcar, edulcorante y leche",5-2,Contaduría General de la Nación,compiled,tender,2015-08-04T13:15:00Z,NA,NA,NA,2015
ocds-yfs5dr-437478,adjudicacion-437478,437478,Compra Directa,Compra Directa 17868/2014,open,NA,Fecha de solicitud de prorroga: 2015-06-05T00:00:00Z;Fecha y hora de apertura: 2015-06-10T11:00:00Z;Lugar de entrega: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE ;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE,NA, 2015-06-10T11:00:00Z,83-1,Intendencia de Colonia,NA,NA,ADQUISICION DE LECHE EN POLVO ENTERA HH,83-1,Intendencia de Colonia,compiled,tender,2015-06-05T11:20:00Z,NA,NA,NA,2015
ocds-yfs5dr-445604,adjudicacion-445604,445604,Licitación Abreviada,Licitación Abreviada 75/2014,open,NA,Fecha de solicitud de prorroga: 2015-02-05T00:00:00Z;Fecha y hora de apertura: 2015-02-12T10:30:00Z;Lugar de entrega: PCIO. MUNICIPAL - PISO 6 - SECTOR EJIDO ;Lugar de la apertura: Av. LUIS A. DE HERRERA 3326; 3er. PISO Of. 317,NA, 2015-02-12T10:30:00Z,83-1,Intendencia de Colonia,NA,NA,Adquisición de 75 bolsas de leche en polvo entera de 25 kg.,83-1,Intendencia de Colonia,compiled,tender,2015-01-23T08:30:00Z,NA,NA,NA,2015
ocds-yfs5dr-488185,adjudicacion-488185,488185,Compra Directa,Compra Directa 8550/2015,open,NA,Fecha de solicitud de prorroga: 2015-03-11T00:00:00Z;Fecha y hora de apertura: 2015-03-25T12:00:00Z;Lugar de entrega: PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE ;Lugar de la apertura: SALA DE ACTOS DE RR.PP. 2do. Piso Of. 2.11 - EDIFICIO SEDE,NA, 2015-03-25T12:00:00Z,67-1,Adminstración Nacional de Correos,NA,NA,Cajon plastico lechero ,67-1,Adminstración Nacional de Correos,compiled,tender,2015-08-24T11:50:00Z,NA,NA,NA,2015
ocds-yfs5dr-469757,llamado-469757,469757,Compra por Excepción,Compra por Excepción 226/2015,direct,NA,Fecha de solicitud de prorroga: 2015-06-05T00:00:00Z;Fecha y hora de apertura: 2015-06-10T11:00:00Z;Lugar de entrega: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE ;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE,NA, 2015-06-10T11:00:00Z,3-33,Dirección Nacional de Sanidad de las Fuerzas Armadas,NA,NA,Leche Modificada,3-33,Dirección Nacional de Sanidad de las Fuerzas Armadas,compiled,tender,2015-06-09T09:50:00Z,NA,NA,NA,2015
ocds-yfs5dr-418349,adjudicacion-418349,418349,Licitación Abreviada,Licitación Abreviada 9/2014,open,NA,Fecha de solicitud de prorroga: 2015-02-03T00:00:00Z;Fecha y hora de apertura: 2015-02-10T12:00:00Z;Lugar de entrega: PCIO. MUNICIPAL - PISO 4 - SECTOR EJIDO ;Lugar de la apertura: Sala de Aperturas de la Dirección Sectorial de Infraestructura sita en Soriano 1045 Piso 1,NA, 2015-02-10T12:00:00Z,88-1,Intendencia de Maldonado,NA,NA,SUMINISTRO DE LECHE EN POLVO PARA LA INTEGRACIÓN DE LAS CANASTAS DE ALIMENTO DE LOS PROGRAMAS MUNICIPALES DE ALIMENTACIÓN,88-1,Intendencia de Maldonado,compiled,tender,2015-01-14T12:35:00Z,NA,NA,NA,2015
ocds-yfs5dr-502083,llamado-502083,502083,Compra Directa,Compra Directa 1112/2015,open,active,Fecha de solicitud de prorroga: 2015-08-28T00:00:00Z;Fecha y hora de apertura: 2015-09-03T11:00:00Z;Lugar de entrega: COMPRAS CHPR;Lugar de la apertura: SALA COMISIONES FACULTAD DE QUIMICA;Fecha y hora del inicio de una puja: 2015-11-16T12:30:00Z, 2015-11-16T12:30:00Z, 2015-09-03T11:00:00Z,29-4,Centro Hospitalario  Pereira Rossell,2015-11-27T14:30:00Z,2015-11-25T14:35:00Z,BOMBAS SACALECHE,29-4,Centro Hospitalario  Pereira Rossell,compiled,tender,2015-11-25T14:35:00Z,NA,NA,NA,2015
ocds-yfs5dr-483050,adjudicacion-483050,483050,Compra Directa,Compra Directa 601/2015,open,NA,Fecha de solicitud de prorroga: 2015-08-12T00:00:00Z;Fecha y hora de apertura: 2015-08-27T12:00:00Z;Lugar de entrega: PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE ;Lugar de la apertura: SALA APERTURAS - DIVISIÓN RECURSOS MATERIALES Y SERVICIOS,NA, 2015-08-27T12:00:00Z,29-6,Hospital Pasteur,2015-07-21T10:30:00Z,2015-07-17T12:15:00Z,"COTIZAR 2.000 LITROS DE AGUA MINERAL SIN GAS Y 12 KG. DE DULCE DE LECHE.
EN PESOS URUGUAYOS DISCRIMINANDO PRECIO UNITARIO E IMPUESTOS.
FORMA DE PAGO SIIF.
SE SUGIERE COTIZAR EN LINEA",29-6,Hospital Pasteur,compiled,tender,2015-07-27T10:55:00Z,NA,NA,NA,2015
ocds-yfs5dr-480063,adjudicacion-480063,480063,Compra Directa,Compra Directa 299/2015,open,NA,Fecha de solicitud de prorroga: 2015-07-15T00:00:00Z;Fecha y hora de apertura: 2015-07-23T15:00:00Z;Lugar de entrega: SAN MARTIN 3235;Lugar de la apertura: SAN MARTIN 3235,NA, 2015-07-23T15:00:00Z,31-1,Universidad Tecnológica del Uruguay,NA,NA,Compra de Guardarropas Metálico para Escuela Superior de Lechería Nueva Helvecia.,31-1,Universidad Tecnológica del Uruguay,compiled,tender,2015-07-14T18:10:00Z,NA,NA,NA,2015
ocds-yfs5dr-471851,adjudicacion-471851,471851,Compra Directa,Compra Directa 1507/2015,open,NA,Fecha de solicitud de prorroga: 2015-04-30T00:00:00Z;Fecha y hora de apertura: 2015-05-11T10:00:00Z;Lugar de entrega: PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE ;Lugar de la apertura: M.I. Sala de Licitaciones. Mercedes 993,NA, 2015-05-11T10:00:00Z,7-1,Dirección General de Secretaría,NA,NA,Suscripción anual - Federación Panamericana de Lechería (FEPALE),7-1,Dirección General de Secretaría,compiled,tender,2015-04-30T14:05:00Z,NA,NA,NA,2015
ocds-yfs5dr-501942,llamado-501942,501942,Licitación Abreviada,Licitación Abreviada 11/2015,open,NA,Fecha de solicitud de prorroga: 2015-12-01T00:00:00Z;Fecha y hora de apertura: 2015-12-09T10:00:00Z;Lugar de entrega: OFICINA DE COMPRAS;Lugar de la apertura: OFICINA DE COMPRAS;Fecha y hora del inicio de una puja: 2015-11-16T12:30:00Z, 2015-11-16T12:30:00Z, 2015-12-09T10:00:00Z,29-20,Centro Departamental de Flores,2015-12-09T10:00:00Z,2015-11-25T10:10:00Z,SUMINISTRO DE LECHE ENTERA PASTEURIZADA PARA HOSPITAL DE FLORES Y HOGAR DE ANCIANOS DE TRINIDAD.,29-20,Centro Departamental de Flores,compiled,tender,2015-11-25T10:10:00Z,NA,2015-12-01T00:00:00Z,NA,2015
ocds-yfs5dr-a216370,llamado-a216370,a216370,Licitación Pública,Licitación Pública 12/2015,open,active,Fecha de solicitud de prorroga: 2015-05-25T00:00:00Z;Fecha y hora de apertura: 2015-05-26T14:00:00Z;Lugar de entrega: Av. del Libertador 1409; piso 6º ;Lugar de la apertura: Av. del Libertador 1409; piso 6º ,NA, 2015-05-26T14:00:00Z,NA,NA,2015-05-26T14:00:00Z,2015-04-29T08:46:00Z,Compra de Leche en Polvo y Larga Vida ,NA,NA,compiled,tender,2015-04-29T08:46:00Z,NA,2015-05-25T00:00:00Z,NA,2015
ocds-yfs5dr-480082,adjudicacion-480082,480082,Compra Directa,Compra Directa 284/2015,open,NA,Fecha de solicitud de prorroga: 2015-07-15T00:00:00Z;Fecha y hora de apertura: 2015-07-23T15:00:00Z;Lugar de entrega: SAN MARTIN 3235;Lugar de la apertura: SAN MARTIN 3235,NA, 2015-07-23T15:00:00Z,31-1,Universidad Tecnológica del Uruguay,NA,NA,Equipos de AA Internados 1 y 2 Escuela de Lechería de Nueva Helvecia Colonia.,31-1,Universidad Tecnológica del Uruguay,compiled,tender,2015-07-10T17:25:00Z,NA,NA,NA,2015
ocds-yfs5dr-i219942,adjudicacion-i219942,i219942,Compra Directa,Compra Directa 304505/2015,open,NA,Fecha de solicitud de prorroga: 2015-08-31T00:00:00Z;Fecha y hora de apertura: 2015-09-15T11:00:00Z;Lugar de entrega: PCIO. MUNICIPAL - 2º SUBSUELO - ALA SUR - SECTOR SANTIAGO DE CHILE ;Lugar de la apertura: Avda Libertador 1409 piso 5- Sala de Capacitación,NA, 2015-09-15T11:00:00Z,98-1,Intendencia de Montevideo,2015-08-27T18:00:00Z,2015-08-21T22:40:00Z,"RACION PARA VACA LECHERA, RACION Y OTROS",98-1,Intendencia de Montevideo,compiled,tender,2015-09-07T22:40:00Z,NA,NA,NA,2015
ocds-yfs5dr-473247,llamado-473247,473247,Compra Directa,Compra Directa 10278/2015,open,active,Fecha de solicitud de prorroga: 2015-02-18T00:00:00Z;Fecha y hora de apertura: 2015-05-21T11:00:00Z;Lugar de entrega: dilave;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE,NA, 2015-05-21T11:00:00Z,7-5,Dirección General de Servicios Ganaderos,2015-05-20T09:00:00Z,2015-05-13T08:50:00Z,Cotizar: 25  kg de leche entera en polvo y 50 kg de harina de sangre en polvo.,7-5,Dirección General de Servicios Ganaderos,compiled,tender,2015-05-13T08:50:00Z,NA,NA,NA,2015
ocds-yfs5dr-496354,adjudicacion-496354,496354,Compra Directa,Compra Directa 480/2015,open,NA,Fecha de solicitud de prorroga: 2015-12-23T00:00:00Z;Fecha y hora de apertura: 2015-12-23T12:00:00Z;Lugar de entrega: CARLOS REYLES N?: 1620  ;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2015-12-17T11:40:00Z, 2015-12-17T11:40:00Z, 2015-12-23T12:00:00Z,4-30,Dirección Nacional de Sanidad Policial,NA,NA,ADQUISICION DE CREMA DE LECHE Y MAYONESA (REGULARIZACIÓN),4-30,Dirección Nacional de Sanidad Policial,compiled,tender,2015-12-11T12:10:00Z,NA,NA,NA,2015
ocds-yfs5dr-459718,adjudicacion-459718,459718,Compra Directa,Compra Directa 1168/2015,open,NA,Fecha de solicitud de prorroga: 2015-03-12T00:00:00Z;Fecha y hora de apertura: 2015-03-17T14:10:00Z;Lugar de entrega: CNO CORRALES N?: 3280  ;Lugar de la apertura: OFICINA DE COMPRAS,NA, 2015-03-17T14:10:00Z,7-1,Dirección General de Secretaría,2015-02-06T16:00:00Z,2015-01-30T15:35:00Z,"Adquisición de 12 tazas de té (blanca lisas), 12 platillos de té (blancos lisos), 1 tetera, 1 azucarero, 1 jarra lechera, 12 vasos (vidrio lisos para agua), 1 jarra térmica, 1 cafetera eléctrica de filtro de papel, 100 revolvedores descartables, 2 bandejas de mozo rectangular, 2 servilleteros, 2 jarras de vidrio de 1 litro. ATENCIÓN ESTA COMPRA SE DEBE COTIZAR ON LINE Y LOS PROVEEDORES DEBEN SUBIR LOS ARCHIVOS AL INGRESAR LA COMPRA.",7-1,Dirección General de Secretaría,compiled,tender,2015-03-11T11:45:00Z,electronicSubmission,NA,NA,2015
ocds-yfs5dr-512123,adjudicacion-512123,512123,Compra Directa,Compra Directa 36/2016,open,NA,Fecha de solicitud de prorroga: 2016-03-04T00:00:00Z;Fecha y hora de apertura: 2016-03-09T13:00:00Z;Lugar de entrega: HAITI N?: 1600  ;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2015-12-17T11:40:00Z, 2015-12-17T11:40:00Z, 2016-03-09T13:00:00Z,29-9,Servicio Nacional de Ortopedia y Traumatología,2016-02-10T12:00:00Z,2016-02-05T12:05:00Z,"PEDIDO DE VIVERES FRESCOS. 280 Kg ACELGA SEMI PROCESADA,400 LECHE FERMENTADA C/PROBIÓTICO Y 105 Kg. DE HIGADO. FORMA DE PAGO FONDO ROTATORIO. COTIZAR SOLO ON LINE.",29-9,Servicio Nacional de Ortopedia y Traumatología,compiled,tender,2016-02-16T15:10:00Z,electronicSubmission,NA,NA,2016
ocds-yfs5dr-504814,adjudicacion-504814,504814,Compra Directa,Compra Directa 569/2015,open,NA,Fecha de solicitud de prorroga: 2016-01-21T00:00:00Z;Fecha y hora de apertura: 2016-01-25T14:30:00Z;Lugar de entrega: 8 DE OCTUBRE 2720- DPTO. DE RR.MM; OFICINA DE COMPRAS;Lugar de la apertura: OFICINA DE COMPRAS;Fecha y hora del inicio de una puja: 2015-12-17T11:40:00Z, 2015-12-17T11:40:00Z, 2016-01-25T14:30:00Z,4-30,Dirección Nacional de Sanidad Policial,NA,NA,ADQUISICION DE DULCE DE LECHE Y OTROS.- ,4-30,Dirección Nacional de Sanidad Policial,compiled,tender,2016-01-13T14:35:00Z,NA,NA,NA,2016
ocds-yfs5dr-525544,llamado-525544,525544,Compra Directa,Compra Directa 2013/2016,open,cancelled,Fecha de solicitud de prorroga: 2016-05-05T00:00:00Z;Fecha y hora de apertura: 2016-05-10T11:00:00Z;Lugar de entrega: COMPRAS;Lugar de la apertura: PARAGUAY 2097 NIVEL 2 (EDIFICIO JOSé D´ELíA)      ADMINISTRACIONYCOMPRAS@ANTEL.COM.UY 29286884/61/83;Fecha y hora del inicio de una puja: 2016-05-27T13:00:00Z, 2016-05-27T13:00:00Z, 2016-05-10T11:00:00Z,29-4,Centro Hospitalario  Pereira Rossell,2016-05-10T14:30:00Z,2016-05-06T11:40:00Z,3 ESCURRIDORES DE LECHE,29-4,Centro Hospitalario  Pereira Rossell,compiled,tender,2016-05-06T12:30:00Z,NA,NA,NA,2016
ocds-yfs5dr-527715,adjudicacion-527715,527715,Compra Directa,Compra Directa 348/2016,open,NA,Fecha de solicitud de prorroga: 2016-06-03T00:00:00Z;Fecha y hora de apertura: 2016-06-08T15:00:00Z;Lugar de entrega: Elias Regules 5834;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2016-05-27T13:00:00Z, 2016-05-27T13:00:00Z, 2016-06-08T15:00:00Z,4-1,Secretaría del Ministerio del Interior,NA,NA,ADQUISICIÓN DE 216 LITROS DE LECHE LARGA VIDA PARA LAS AUTORIDADES,4-1,Secretaría del Ministerio del Interior,compiled,tender,2016-06-03T11:30:00Z,NA,NA,NA,2016
ocds-yfs5dr-519694,adjudicacion-519694,519694,Compra Directa,Compra Directa 1257/2015,open,NA,Fecha de solicitud de prorroga: 2016-04-11T00:00:00Z;Fecha y hora de apertura: 2016-04-11T13:00:00Z;Lugar de entrega: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE ;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2015-12-17T11:40:00Z, 2015-12-17T11:40:00Z, 2016-04-11T13:00:00Z,1-1,Cámara de Senadores,NA,NA,340 litros de leche por 20/11 al 15/12/2015,1-1,Cámara de Senadores,compiled,tender,2016-04-01T10:25:00Z,NA,NA,NA,2016
ocds-yfs5dr-i229907,adjudicacion-i229907,i229907,Licitación Abreviada,Licitación Abreviada 313491/1/2016,open,NA,Fecha de solicitud de prorroga: 2016-06-16T00:00:00Z;Fecha y hora de apertura: 2016-06-21T11:00:00Z;Lugar de entrega: Rivera 708;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2016-05-27T13:00:00Z, 2016-05-27T13:00:00Z, 2016-06-21T11:00:00Z,98-1,Intendencia de Montevideo,2016-05-24T12:00:00Z,2016-05-11T22:40:00Z,ADQUISICION DE RACION PARA VACA LECHERA,98-1,Intendencia de Montevideo,compiled,tender,2016-06-08T22:40:00Z,NA,2016-05-24T00:00:00Z,NA,2016
ocds-yfs5dr-537692,adjudicacion-537692,537692,Compra Directa,Compra Directa 508/2016,open,NA,Fecha de solicitud de prorroga: 2016-08-11T00:00:00Z;Fecha y hora de apertura: 2016-08-16T11:00:00Z;Lugar de entrega: PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE ;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2016-07-11T12:10:00Z, 2016-07-11T12:10:00Z, 2016-08-16T11:00:00Z,1-1,Cámara de Senadores,NA,NA,Litros de leche consumidos: 26/5 al 22/6.-,1-1,Cámara de Senadores,compiled,tender,2016-07-26T12:05:00Z,NA,NA,NA,2016
ocds-yfs5dr-494650,adjudicacion-494650,494650,Licitación Abreviada,Licitación Abreviada 2/2016,open,NA,Fecha de solicitud de prorroga: 2016-02-21T00:00:00Z;Fecha y hora de apertura: 2016-01-25T10:00:00Z;Lugar de entrega: JUNCAL 1511;Lugar de la apertura: GUATEMALA 1075 NIVEL 5                            COMPRASINFRAESTRUCTURAYAPOYO@ANTEL.COM.UY;Fecha y hora del inicio de una puja: 2015-12-17T11:40:00Z, 2015-12-17T11:40:00Z, 2016-01-25T10:00:00Z,29-34,Centro Auxiliar de Bella Unión,NA,NA,LICITACION ABREVIADA Nº2/16 SUMINISTRO DE LECHE FRESCA,29-34,Centro Auxiliar de Bella Unión,compiled,tender,2016-01-20T10:40:00Z,NA,NA,NA,2016
ocds-yfs5dr-532458,adjudicacion-532458,532458,Compra Directa,Compra Directa 210/2016,open,NA,Fecha de solicitud de prorroga: 2016-07-04T00:00:00Z;Fecha y hora de apertura: 2016-07-11T14:00:00Z;Lugar de entrega: PCIO. MUNICIPAL - 2º SUBSUELO -  ALA SUR - SECTOR SAN JOSE ;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2016-07-11T12:10:00Z, 2016-07-11T12:10:00Z, 2016-07-11T14:00:00Z,29-9,Servicio Nacional de Ortopedia y Traumatología,2016-06-22T14:00:00Z,2016-06-20T13:25:00Z,"PEDIDO DE VIVERES FRESCOS. ACELGA LAVADA,YOGURT DIET DESCREMADO,LECHE FERMENTADAC/PROBIÓTICO,QUESO MAGRO S/SAL,RICOTA S/SAL,PAN FRANCES,PAN CATALAN,GALLETA MARINA S/SAL,PASTA RELLENA,TALLARINES FRESCOS,BIFES DE MERLUZA S/ESPINAS,MONDONGO, PANCETA,CARNE PICADA MAGRA, BONIOLA,POLLO FRESCO, SUPREMA. COTIZAR SOLO ON LINE. ",29-9,Servicio Nacional de Ortopedia y Traumatología,compiled,tender,2016-06-24T15:50:00Z,electronicSubmission,NA,NA,2016
ocds-yfs5dr-526211,adjudicacion-526211,526211,Compra Directa,Compra Directa 5713/2016,open,NA,Fecha de solicitud de prorroga: 2016-05-20T00:00:00Z;Fecha y hora de apertura: 2016-05-27T11:00:00Z;Lugar de entrega: CNO FELIPE CARDOSO N?: 3220 ;Lugar de la apertura: SAN MARTIN 3235;Fecha y hora del inicio de una puja: 2016-05-27T13:00:00Z, 2016-05-27T13:00:00Z, 2016-05-27T11:00:00Z,2-1,Presidencia  de la República y Oficinas Dependientes,NA,NA,Suministro de leche para el año 2016,2-1,Presidencia  de la República y Oficinas Dependientes,compiled,tender,2016-05-11T16:45:00Z,NA,NA,NA,2016
ocds-yfs5dr-i241433,adjudicacion-i241433,i241433,Compra Directa,Compra Directa 68235/2016,open,NA,Fecha y hora de apertura: 2017-01-19T14:00:00Z;Fecha y hora del inicio de una puja: 2017-01-09T15:05:00Z;Lugar de entrega: Braceras Nº277 Mdes;Fecha de solicitud de prorroga: 2017-01-16T00:00:00Z;Lugar de la apertura: Depto. Recursos Materiales CURE Maldonado, 2017-01-09T15:05:00Z, 2017-01-19T14:00:00Z,53-1,Banco de Seguros del Estado,NA,NA,LECHE,53-1,Banco de Seguros del Estado,compiled,tender,2016-12-30T08:00:00Z,NA,NA,NA,2016
ocds-yfs5dr-i227889,adjudicacion-i227889,i227889,Compra Directa,Compra Directa 61484/2016,open,NA,Fecha de solicitud de prorroga: 2016-04-05T00:00:00Z;Fecha y hora de apertura: 2016-04-13T12:00:00Z;Lugar de entrega: Soriano 802;Lugar de la apertura: SORIANO 802; MONTEVIDEO.;Fecha y hora del inicio de una puja: 2015-12-17T11:40:00Z, 2015-12-17T11:40:00Z, 2016-04-13T12:00:00Z,53-1,Banco de Seguros del Estado,NA,NA,LECHE,53-1,Banco de Seguros del Estado,compiled,tender,2016-03-25T08:00:00Z,NA,NA,NA,2016
ocds-yfs5dr-536631,adjudicacion-536631,536631,Licitación Abreviada,Licitación Abreviada 37/2016,open,NA,Fecha y hora de apertura: 2016-10-12T13:00:00Z;Lugar de entrega: AV BOLIVIA N?: 2551  ;Fecha de solicitud de prorroga: 2016-10-06T00:00:00Z;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE,NA, 2016-10-12T13:00:00Z,83-1,Intendencia de Colonia,2016-07-25T15:00:00Z,2016-07-19T15:30:00Z,"""ADQUISICIÓN DE LECHE EN POLVO PARA LA DIRECCION DE ACCION SOCIAL""",83-1,Intendencia de Colonia,compiled,tender,2016-09-23T14:55:00Z,NA,2016-07-20T00:00:00Z,NA,2016
ocds-yfs5dr-534757,adjudicacion-534757,534757,Compra Directa,Compra Directa 398/2016,open,NA,Fecha de solicitud de prorroga: 2016-07-26T00:00:00Z;Fecha y hora de apertura: 2016-07-29T12:00:00Z;Lugar de entrega: Costanera Ayuí y Av. Salto Chico walkiria.perez@ose.com.uy;Lugar de la apertura: SERVICIO DE COMPRAS / PCIO. MUNICIPAL - PLANTA BAJA - SECTOR SANTIAGO DE CHILE;Fecha y hora del inicio de una puja: 2016-07-11T12:10:00Z, 2016-07-11T12:10:00Z, 2016-07-29T12:00:00Z,1-1,Cámara de Senadores,NA,NA,Leche para cantinas.,1-1,Cámara de Senadores,compiled,tender,2016-07-05T13:55:00Z,NA,NA,NA,2016
