parties.memberOf.id.keyword: Descending,contracts.title: Descending,categoría,alias_contrato_importe: Descending,alias_contrato_moneda: Descending,PESOS,fecha,año,alias_proveedor: Descending,OCID,tender.procurementMethod: Descending,source.keyword: Descending,Count,
liconsa sa de cv,CONTRATACIÓN ABIERTA DEL SERVICIO DE TRANSPORTE DE LECHE LIQUIDA 2014,Transporte,16944928,MXN,16944928,31/12/2013,2013,"TRANSPORTES LACE, S.A. de C.V.",OCDS-0UD2Q6-LA-020VST001-N138-2013,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=338207,1,
liconsa sa de cv,TRANSPORTE Y DISTRIBUCION DE LECHE LIQUIDA,Transporte,16944928,MXN,16944928,31/12/2013,2013,"TRANSPORTES LACE, S.A. de C.V.",OCDS-0UD2Q6-PST/758/2015,open,,1,
liconsa sa de cv,COMPRA VENTA DE LECHE FRESCA FRIA Y/O CALIENTE,Compra de leche,16932000,MXN,16932000,31/12/2014,2014,CENTRO DE ACOPIO DE TORRES MOCHAS,OCDS-0UD2Q6-CADQ/1186/2015,direct,,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA,Compra de leche,16912974,MXN,16912974,31/12/2015,2015,GANADEROS EN ACCION S.P.R. DE R.L.,OCDS-0UD2Q6-CADQ/637/2016,direct,,1,
liconsa sa de cv,COMPRA VENTA DE LECHE FRESCA FRIA,Compra de leche,16905000,MXN,16905000,03/01/2015,2015,PRODUCTORES UNIDOS DE LOS DOLORES S.C.L.,OCDS-0UD2Q6-CADQ/2633/2015,direct,,1,
liconsa sa de cv,CONTRATACIÓN DE LOS SERVICIOS DE TRANSPORTE Y DISTRIBUCIÓN DE LECHE LÍQUIDA A PUNTOS DE VENTA.,Transporte,16871810,MXN,16871810,28/02/2013,2013,ALFONSO NAVA BURGOS,OCDS-0UD2Q6-LA-020VST001-N5-2013,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=213573,1,
liconsa sa de cv,TRANSPORTE DE LECHE EN POLVO,Transporte,16804100,MXN,16804100,25/04/19,2019,GUSTAVO GARCIA RAMIREZ,LA-020VST001-E12-2019,open,,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA,Compra de leche,16775000,MXN,16775000,10/06/2015,2015,GRUPO LACTODEL S.A. DE C.V.,OCDS-0UD2Q6-CADQ/718/2016,direct,,1,
liconsa sa de cv,"ADQUISICION DE 4,700 TM DE LECHE EN POLVO FORTIFICADA ADICIONADA CON 26% DE G.V.",Compra de leche,16755500,USD,212627295,27/01/2013,2013,PHILPOT DAIRY PRODUCTS LTD.,OCDS-0UD2Q6-SA-020VST012-I1-2013,direct,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=255659,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA Y/O CALIENTE,Compra de leche,16744500,MXN,16744500,31/12/2015,2015,CENTRO DE ACOPIO DE SAN JUAN GUICHICOVI,OCDS-0UD2Q6-CADQ/560/2016,direct,,1,
liconsa sa de cv,CONTRATACIÓN ABIERTA DEL SERVICIO DE TRANSPORTE DE LECHE LIQUIDA 2014,Transporte,16654696,MXN,16654696,31/12/2013,2013,TRANSPORTADORA Y COMERCIALIZADORA DIAL S.A. DE C.V.,OCDS-0UD2Q6-LA-020VST001-N138-2013,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=338207,1,
liconsa sa de cv,TRANSPORTE Y DISTRIBUCION DE LECHE LIQUIDA,Transporte,16654696,MXN,16654696,31/12/2013,2013,TRANSPORTADORA Y COMERCIALIZADORA DIAL S.A. DE C.V.,OCDS-0UD2Q6-PST/152/2014,open,,1,
liconsa sa de cv,RECOLECCION Y TRANSPORTE DE LECHE A CENTROS DE ACOPIO,Transporte,16650000,MXN,16650000,02/01/2015,2015,LUIS AGUSTIN LOPEZ MARTINEZ Y TRANSLIQUIDOS REFRIGERADOS LOPEZ S.A. DE C.V.,OCDS-0UD2Q6-PST/993/2015,open,,1,
liconsa sa de cv,TRANSPORTE DE LECHE FRESCA 2015,Transporte,16650000,MXN,16650000,28/02/2015,2015,LUIS AGUSTIN LOPEZ MARTINEZ,OCDS-0UD2Q6-LA-020VST021-N1-2015,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=513483,1,
liconsa sa de cv,COMPRA VENTA DE LECHE FRESCA FRIA Y/O CALIENTE,Compra de leche,16635000,MXN,16635000,04/11/2014,2014,CENTRO DE ACOPIO DE PABELLON DE ARTEAGA,OCDS-0UD2Q6-CADQ/2874/2015,direct,,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA,Compra de leche,16630000,MXN,16630000,31/12/2014,2014,QUESERIA DOS LAGUNAS S.P.R. DE R.L. DE C.V.,OCDS-0UD2Q6-CADQ/61/2015,direct,,1,
liconsa sa de cv,COMPRA VENTA DE LECHE FRESCA FRIA Y/O CALIENTE,Compra de leche,16604000,MXN,16604000,31/12/2014,2014,CENTRO DE ACOPIO DE BAJIO DE SAN JOSE,OCDS-0UD2Q6-CADQ/1388/2015,direct,,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA,Compra de leche,16590109,MXN,16590109,31/12/2015,2015,AGRO LECHERA ALTEÑA S.A. DE C.V.,OCDS-0UD2Q6-CADQ/635/2016,direct,,1,
liconsa sa de cv,Contratación del Servicio de Recolección y Transporte de Leche Fresca,Transporte,16539187,MXN,16539187,28/02/2017,2017,"TRANSPORTES BIBI ESPECIALIZADOS EN LACTEOS, S.A. de C.V.",OCDS-0UD2Q6-AA-020VST019-E4-2017,direct,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1086068,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA Y/O CALIENTE,Compra de leche,16500000,MXN,16500000,31/12/2013,2013,CENTRO DE ACOPIO DE PIEDRAS NEGRAS,OCDS-0UD2Q6-CADQ/769/2014,direct,,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA,Compra de leche,16491944,MXN,16491944,31/12/2015,2015,PRODUCTORES AGROPECUARIOS DE ARROYO BRAVO S.C. DE R.L. DE C.V.,OCDS-0UD2Q6-CADQ/641/2016,direct,,1,
liconsa sa de cv,CONTRATACIÓN ABIERTA DEL SERVICIO DE TRANSPORTE DE LECHE LIQUIDA 2016,Transporte,16421891,MXN,16421891,31/01/2016,2016,ALFONSO NAVA BURGOS,OCDS-0UD2Q6-LA-020VST001-N1-2016,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=763801,1,
liconsa sa de cv,TRANSPORTE Y DISTRIBUCION DE LECHE LIQUIDA,Transporte,16421891,MXN,16421891,01/01/2016,2016,ALFONSO NAVA BURGOS,OCDS-0UD2Q6-PST/898/2016,open,,1,
liconsa sa de cv,TRANSPORTE Y DISTRIBUCION DE LECHE LIQUIDA,Transporte,16406253,MXN,16406253,31/12/2013,2013,MARIA CECILIA PORTILLO VALDEPENA,OCDS-0UD2Q6-PST/164/2014,open,,1,
liconsa sa de cv,CONTRATACIÓN ABIERTA DEL SERVICIO DE TRANSPORTE Y DISTRIBUCION DE LECHE LIQUIDA Y POLVO A PUNTOS DE VENTA,Transporte,16355924,MXN,16355924,28/02/2018,2018,"TRANSPORTES TRANASA, S.A. de C.V.",OCDS-0UD2Q6-AA-020VST001-E21-2018,direct,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1409519,1,
liconsa sa de cv,COMPRA VENTA DE LECHE FRESCA FRIA,Compra de leche,16335000,MXN,16335000,03/01/2015,2015,OTATLAN PEQUEÑOS PRODUCTORES DE LECHE S.P.R. DE R.L.,OCDS-0UD2Q6-CADQ/2636/2015,direct,,1,
liconsa sa de cv,TRANSPORTE DE LECHE FRESCA 2017,Transporte,16260916,MXN,16260916,28/02/2017,2017,"TRANSPORTES BIBI ESPECIALIZADOS EN LACTEOS, S.A. de C.V.",OCDS-0UD2Q6-LA-020VST021-E1-2017,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1070665,1,
liconsa sa de cv,CONTRATACIÓN ABIERTA DEL SERVICIO DE TRANSPORTE DE LECHE LIQUIDA 2016,Transporte,16210419,MXN,16210419,31/01/2016,2016,"TRANSPORTES LACE, S.A. de C.V.",OCDS-0UD2Q6-LA-020VST001-N1-2016,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=763801,1,
liconsa sa de cv,TRANSPORTE Y DISTRIBUCION DE LECHE LIQUIDA,Transporte,16210419,MXN,16210419,01/01/2016,2016,"TRANSPORTES LACE, S.A. de C.V.",OCDS-0UD2Q6-PST/155/2014,open,,1,
liconsa sa de cv,CONTRATACIÓN ABIERTA DEL SERVICIO DE TRANSPORTE DE LECHE LIQUIDA 2016,Transporte,16198183,MXN,16198183,31/01/2016,2016,"TRANSPORTES TRANASA, S.A. de C.V.",OCDS-0UD2Q6-LA-020VST001-N1-2016,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=763801,1,
liconsa sa de cv,TRANSPORTE Y DISTRIBUCION DE LECHE LIQUIDA,Transporte,16198183,MXN,16198183,01/01/2016,2016,"TRANSPORTES TRANASA, S.A. de C.V.",OCDS-0UD2Q6-PST/896/2016,open,,1,
liconsa sa de cv,COMPRA VENTA DE LECHE FRESCA FRIA,Compra de leche,16160000,MXN,16160000,03/01/2015,2015,GRUPO CIENEGUITA S.P.R. DE R.L.,OCDS-0UD2Q6-CADQ/3182/2015,direct,,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA Y/O CALIENTE,Compra de leche,16005480,MXN,16005480,31/12/2015,2015,CENTRO DE ACOPIO DE VENUSTIANO CARRANZA,OCDS-0UD2Q6-CADQ/557/2016,direct,,1,
liconsa sa de cv,COMPRA VENTA DE LECHE FRESCA FRIA Y/O CALIENTE,Compra de leche,16002000,MXN,16002000,31/12/2014,2014,CENTRO DE ACOPIO DE TEOCALTICHE,OCDS-0UD2Q6-CADQ/1387/2015,direct,,1,
liconsa sa de cv,COMPRA VENTA DE LECHE FRESCA FRIA,Compra de leche,16000000,MXN,16000000,05/01/2013,2013,LECHE Y DERIVADOS DE LOS ALTOS S. DE R.L. DE C.V.,OCDS-0UD2Q6-CADQ/2005/2013,direct,,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA Y/O CALIENTE,Compra de leche,16000000,MXN,16000000,31/12/2013,2013,CENTRO DE ACOPIO DE CORREGIDORA,OCDS-0UD2Q6-CADQ/902/2014,direct,,1,
liconsa sa de cv,COMPRA VENTA DE LECHE FRESCA FRIA Y/O CALIENTE,Compra de leche,16000000,MXN,16000000,05/02/2017,2017,CENTRO DE ACOPIO DE ALVARO OBREGON,OCDS-0UD2Q6-CADQ/3779/2015,direct,,1,
liconsa sa de cv,CONTRATACIÓN ABIERTA DEL SERVICIO DE TRANSPORTE DE LECHE LIQUIDA 2015,Transporte,15975131,MXN,15975131,28/02/2015,2015,"TRANSPORTES LACE, S.A. de C.V.",OCDS-0UD2Q6-LA-020VST001-N2-2015,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=502135,1,
liconsa sa de cv,TRANSPORTE Y DISTRIBUCION DE LECHE LIQUIDA,Transporte,15957187,MXN,15957187,02/01/2015,2015,"TRANSPORTES LACE, S.A. de C.V.",OCDS-0UD2Q6-PST/890/2016,open,,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA Y/O CALIENTE,Compra de leche,15954510,MXN,15954510,31/12/2015,2015,CENTRO DE ACOPIO DE LA JOYA,OCDS-0UD2Q6-CADQ/564/2016,direct,,1,
liconsa sa de cv,CONTRATACIÓN ABIERTA DEL SERVICIO DE TRANSPORTE DE LECHE LIQUIDA 2015,Transporte,15866852,MXN,15866852,28/02/2015,2015,ALFONSO NAVA BURGOS,OCDS-0UD2Q6-LA-020VST001-N2-2015,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=502135,1,
liconsa sa de cv,TRANSPORTE Y DISTRIBUCION DE LECHE LIQUIDA,Transporte,15866852,MXN,15866852,02/01/2015,2015,ALFONSO NAVA BURGOS,OCDS-0UD2Q6-PST/766/2015,open,,2,
liconsa sa de cv,CONTRATACION ABIERTA DEL SERVICIO DE TRANSPORTE Y DISTRIBUCION DE LECHE LIQUIDA Y EN POLVO A PUNTOS DE VENTA ADJ. DIRECTA,Transporte,15744476,MXN,15744476,31/01/2017,2017,TRANSLIQUIDOS REFRIGERADOS LOPEZ S.A. DE C.V.,OCDS-0UD2Q6-AA-020VST001-E13-2017,direct,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1134714,1,
liconsa sa de cv,COMPRA VENTA DE LECHE FRESCA FRIA,Compra de leche,15600000,MXN,15600000,05/02/2016,2016,PRODUCTORES VILLALPANDO S.C. DE R.L. DE C.V.,OCDS-0UD2Q6-CADQ/3179/2015,direct,,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA Y/O CALIENTE,Compra de leche,15432631,MXN,15432631,31/12/2015,2015,CENTRO DE ACOPIO DE PABELLON DE ARTEAGA,OCDS-0UD2Q6-CADQ/530/2016,direct,,1,
liconsa sa de cv,COMPRA VENTA DE LECHE FRESCA FRIA,Compra de leche,15250000,MXN,15250000,03/01/2015,2015,EL MIMBRE ALPAS PRODUCTORES S.P.R. DE R.L. DE C.V.,OCDS-0UD2Q6-CADQ/2760/2015,direct,,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA,Compra de leche,15250000,MXN,15250000,31/12/2013,2013,EL CANTO DEL RUISEÑOR DEL CAMPO 66 S.A. DE C.V.,OCDS-0UD2Q6-CADQ/476/2014,direct,,1,
liconsa sa de cv,Servicios de Almacenamiento y Maniobras de Carga y Descarga de Leche en Polvo,Almacenamiento,15245736,MXN,15245736,28/02/2013,2013,"ALMACENADORA MERCADER, S.A.",OCDS-0UD2Q6-SA-020VST004-N14-2013,direct,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=216227,1,
liconsa sa de cv,COMPRA VENTA DE LECHE FRESCA FRIA,Compra de leche,15215000,MXN,15215000,06/07/2016,2016,RANCHO LECHERO SAN FRANCISCO S.P.R. DE R.L.,OCDS-0UD2Q6-CADQ/2729/2015,direct,,1,
liconsa sa de cv,"6,000 TM de Leche en Polvo Importada",Compra de leche,15060000,USD,287344800,11/02/19,2019,SPOLDZIELNIA MLECZARSKA MLEKOVITA,2020965,direct,,1,
liconsa sa de cv,CONTRATACION ABIERTA DEL SERVICIO DE TRANSPORTE Y DISTRIBUCION DE LECHE LIQUIDA Y POLVO A PUNTOS DE VENTA,Transporte,15036651,MXN,15036651,28/02/2018,2018,ALFONSO NAVA BURGOS,OCDS-0UD2Q6-LA-020VST001-E1-2018,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1370291,1,
liconsa sa de cv,CONTRATACION ABIERTA DEL SERVICIO DE TRANSPORTE Y DISTRIBUCION DE LECHE LIQUIDA Y POLVO A PUNTOS DE VENTA,Transporte,15015718,MXN,15015718,28/02/2018,2018,TRANSLIQUIDOS REFRIGERADOS LOPEZ S.A. DE C.V.,OCDS-0UD2Q6-LA-020VST001-E1-2018,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1370291,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA,Compra de leche,15012000,MXN,15012000,31/12/2014,2014,QUESERIA VICTORIA S.P.R. DE R.L.,OCDS-0UD2Q6-CADQ/63/2015,direct,,1,
liconsa sa de cv,COMPRA VENTA DE LECHE FRESCA FRIA,Compra de leche,15000000,MXN,15000000,05/06/2013,2013,QUESERIA DOS LAGUNAS S.P.R. DE R.L. DE C.V.,OCDS-0UD2Q6-CADQ/1882/2012,direct,,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA Y/O CALIENTE,Compra de leche,15000000,MXN,15000000,31/12/2013,2013,CENTRO DE ACOPIO DE TEMPOAL,OCDS-0UD2Q6-CADQ/495/2014,direct,,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA Y/O CALIENTE,Compra de leche,15000000,MXN,15000000,31/12/2013,2013,CENTRO DE ACOPIO DE SAHUAYO,OCDS-0UD2Q6-CADQ/860/2014,direct,,1,
liconsa sa de cv,"Contrato para la compra y suministro de 4,000 Toneladas (Cuatro mil toneladas) de Leche Entera en Polvo Instantánea, Fortificada con Vitaminas y Minerales para Envasado Directo, con componente de importación",Compra de leche,15000000,USD,297450000,28/02/2017,2017,ILAS DE MEXICO S.A. DE C.V.,OCDS-0UD2Q6-AA-020VST011-E1-2017,direct,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1059528,1,
liconsa sa de cv,CONTRATO ABIERTO DE TRANSPORTE DE LECHE FRESCA,Transporte,14986140,MXN,14986140,28/02/2017,2017,TRANSPORTADORA INTERAMERICANA S.A. DE C.V.,OCDS-0UD2Q6-AA-020VST015-E4-2017,direct,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1084979,1,
liconsa sa de cv,CONTRATACIÓN DE LOS SERVICIOS DE TRANSPORTE Y DISTRIBUCIÓN DE LECHE LÍQUIDA A PUNTOS DE VENTA.,Transporte,14862556,MXN,14862556,28/02/2013,2013,TRANSLIQUIDOS REFRIGERADOS LOPEZ S.A. DE C.V.,OCDS-0UD2Q6-LA-020VST001-N5-2013,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=213573,1,
liconsa sa de cv,COMPRA VENTA DE LECHE FRESCA FRIA,Compra de leche,14792400,MXN,14792400,04/10/2015,2015,LA HACIENDA DE SANTA CECILIA S.C. DE R.L.,OCDS-0UD2Q6-CADQ/1985/2015,direct,,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA,Compra de leche,14732000,MXN,14732000,31/12/2014,2014,SUNILEC S.P.R. DE R.L. DE C.V.,OCDS-0UD2Q6-CADQ/53/2015,direct,,1,
liconsa sa de cv,CONTRATACIÓN ABIERTA DEL SERVICIO DE TRANSPORTE DE LECHE LIQUIDA 2016,Transporte,14714464,MXN,14714464,31/01/2016,2016,TRANSLIQUIDOS REFRIGERADOS LOPEZ S.A. DE C.V.,OCDS-0UD2Q6-LA-020VST001-N1-2016,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=763801,1,
liconsa sa de cv,TRANSPORTE Y DISTRIBUCION DE LECHE LIQUIDA,Transporte,14714464,MXN,14714464,01/01/2016,2016,TRANSLIQUIDOS REFRIGERADOS LOPEZ S.A. DE C.V.,OCDS-0UD2Q6-PST/901/2016,open,,1,
liconsa sa de cv,SERVICIO DE APOYO EN ACTIVIDADES PARA INCENTIVAR EL CONSUMO DE LECHE LICONSA,Publicidad,14500000,MXN,14500000,09/11/2017,2017,"SERVICIOS INTEGRALES Y ADMINISTRATIVOS de ALTA GESTION, S.A. de C.V.",OCDS-0UD2Q6-AA-020VST001-E142-2017,direct,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1334009,1,
liconsa sa de cv,TRANSPORTE Y DISTRIBUCION DE LECHE LIQUIDA,Transporte,14417966,MXN,14417966,31/12/2013,2013,AGREMIADOS DEL SINDICATO NACIONAL DEL TRANSPORTE SIMILARES Y CONEXOS DE LA REPÚBLICA MEXICANA SECCIÓN 18 S.A.,OCDS-0UD2Q6-PST/163/2014,open,,1,
liconsa sa de cv,RECOLECCIÓN Y TRANSPORTE DE LECHE FRESCA DE LOS CENTROS DE ACOPIO A LAS PLANTAS,Transporte,14408740,MXN,14408740,25/04/19,2019,TRANSLIQUIDOS SERRA S.A. DE C.V.,LA-020VST001-E15-2019,open,,1,
liconsa sa de cv,SERVICIOS DE ALMACENAMIENTO Y MANIOBRAS DE LECHE EN POLVO DE IMPORTACION,Almacenamiento,14334000,MXN,14334000,28/02/2018,2018,"SOLUCIONES LOGISTICAS DH, S.A. de C.V.",OCDS-0UD2Q6-AA-020VST004-E1-2018,direct,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1399901,1,
liconsa sa de cv,SERVICIOS DE ALMACENAMIENTO Y MANIOBRAS DE LECHE EN POLVO DE IMPORTACIÓN 2018,Almacenamiento,14334000,MXN,14334000,28/02/2018,2018,"SOLUCIONES LOGISTICAS DH, S.A. de C.V.",OCDS-0UD2Q6-AA-020VST004-E1-2018,direct,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1399901,1,
liconsa sa de cv,ADQUISICIÓN DE 3300 TM DE LECHE EN POLVO FORTIFICADA CON VITAMINAS Y MINERALES ADIC. CON 26% DE G.V.,Compra de leche,14318700,USD,193159263,26/01/2014,2014,SOCIEDAD ANONIMA LA SIBILA,OCDS-0UD2Q6-SA-020VST012-I3-2014,direct,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=358746,1,
liconsa sa de cv,SERVICIOS DE ALMACENAMIENTO Y MANIOBRAS DE LECHE EN POLVO DE IMPORTACIÓN,Almacenamiento,14311095,MXN,14311095,31/01/2017,2017,"ALMACENADORA MERCADER, S.A.",OCDS-0UD2Q6-AA-020VST004-E18-2017,direct,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1057254,1,
liconsa sa de cv,TRANSPORTE DE LECHE LÍQUIDA,Transporte,14295673,MXN,14295672.94,25/04/19,2019,"Translíquidos Refrigerados López, S.A. de C.V.",LA-020VST001-E11-2019,open,,1,
liconsa sa de cv,AGREMIADOS,Otros,14294796,MXN,14294796,28/02/2013,2013,AGREMIADOS DEL SINDICATO NACIONAL DEL TRANSPORTE SIMILARES Y CONEXOS DE LA REPÚBLICA MEXICANA SECCIÓN 18 S.A.,OCDS-0UD2Q6-LA-020VST001-N5-2013,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=213573,1,
liconsa sa de cv,CONTRATACIÓN ABIERTA DEL SERVICIO DE TRANSPORTE Y DIST DE LECHE EN POLVO,Transporte,14171000,MXN,14171000,08/03/2018,2018,TRANSPORTES ESDO S.A DE C.V,OCDS-0UD2Q6-AA-020VST001-E24-2018,direct,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1412660,1,
liconsa sa de cv,TRANSPORTACIÓN DE LECHE FRESCA,Transporte,14003982,MXN,14003982,28/02/2015,2015,TRANSLIQUIDOS VAZQUEZ S.A. DE C.V.,OCDS-0UD2Q6-LA-020VST005-N3-2015,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=511527,1,
liconsa sa de cv,RECOLECCION Y TRANSPORTE DE LECHE A CENTROS DE ACOPIO,Transporte,14003982,MXN,14003982,02/01/2015,2015,TRANSLIQUIDOS REFRIGERADOS LOPEZ S.A. DE C.V.,OCDS-0UD2Q6-PST/898/2015,open,,1,
liconsa sa de cv,COMPRA VENTA DE LECHE FRESCA FRIA,Compra de leche,14000000,MXN,14000000,04/01/2015,2015,AGRO LECHERA ALTEÑA S.A. DE C.V.,OCDS-0UD2Q6-CADQ/2020/2015,direct,,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA,Compra de leche,13880000,MXN,13880000,31/12/2014,2014,SOCIEDAD DE PRODUCTORES CORDILLERA JULIMES LAS VARAS S. DE R.L. DE M.I.,OCDS-0UD2Q6-CADQ/56/2015,direct,,1,
liconsa sa de cv,Servicios de Almacenamiento y Maniobras de Leche en Polvo de Importación.,Almacenamiento,13620197,MXN,13620197,28/02/2014,2014,"ALMACENADORA MERCADER, S.A.",OCDS-0UD2Q6-SA-020VST004-N24-2014,direct,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=357787,1,
liconsa sa de cv,CONTRATACIÓN ABIERTA DEL SERVICIO DE TRANSPORTE DE LECHE LIQUIDA 2015,Transporte,13616159,MXN,13616159,28/02/2015,2015,"TRANSPORTES TRANASA, S.A. de C.V.",OCDS-0UD2Q6-LA-020VST001-N2-2015,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=502135,1,
liconsa sa de cv,CONTRATACION DEL SERVICIO DE TRANSPORTE Y DISTRIBUCION DE LECHE EN POLVO 2014,Transporte,13514391,MXN,13514391,31/12/2013,2013,TRANSPORTES UNIDOS PEREZ S.A. DE C.V.,OCDS-0UD2Q6-LA-020VST001-N137-2013,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=338202,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA,Compra de leche,13500000,MXN,13500000,06/01/2018,2018,PRODUCTORES AGROPECUARIOS DE ARROYO BRAVO S.C. DE R.L. DE C.V.,OCDS-0UD2Q6-CADQ/3140/2016,direct,,1,
liconsa sa de cv,RECOLECCION Y TRANSPORTE DE LECHE FRESCA A CENTROS DE ACOPIO,Transporte,13477107,MXN,13477107,02/01/2014,2014,TRANSLIQUIDOS VAZQUEZ S.A. DE C.V.,OCDS-0UD2Q6-PST/1395/2014,open,,1,
liconsa sa de cv,TRANSPORTE Y DISTRIBUCION DE LECHE LIQUIDA,Transporte,13420754,MXN,13420754,02/01/2015,2015,MARIA CECILIA PORTILLO VALDEPENA Y AGREMIADOS DEL SINDICATO NACIONAL DE TRABAJADORES DEL TRANSPORTE SIMILARES Y CONEXOS DE LA REPUBLICA SECCION 18 S.A.,OCDS-0UD2Q6-LA-020VST001-N2-2015,open,,1,
liconsa sa de cv,CONTRATACIÓN ABIERTA DEL SERVICIO DE TRANSPORTE DE LECHE LIQUIDA 2015,Transporte,13420754,MXN,13420754,28/02/2015,2015,MARIA CECILIA PORTILLO VALDEPENA,OCDS-0UD2Q6-PST/761/2015,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=502135,1,
liconsa sa de cv,RECOLECCIÓN Y TRANSPORTE DE LECHE FRESCA DE LOS CENTROS DE ACOPIO A LAS PLANTAS,Transporte,13413600,MXN,13413600,25/04/19,2019,"Translíquidos Refrigerados López, S.A. de C.V.",LA-020VST001-E15-2019,open,,1,
liconsa sa de cv,COMPRAVENTA DE LECHE FRESCA FRIA Y/O CALIENTE,Compra de leche,13305653,MXN,13305653,31/12/2015,2015,CENTRO DE ACOPIO DE SAHUAYO,OCDS-0UD2Q6-CADQ/556/2016,direct,,1,
liconsa sa de cv,LACE,Transporte,13246116,MXN,13246116,28/02/2013,2013,"TRANSPORTES LACE, S.A. de C.V.",OCDS-0UD2Q6-LA-020VST001-N5-2013,open,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=213573,1,
liconsa sa de cv,COMPRA VENTA DE LECHE FRESCA FRIA,Compra de leche,13230000,MXN,13230000,03/01/2015,2015,QUESERIA VICTORIA S.P.R. DE R.L.,OCDS-0UD2Q6-CADQ/2763/2015,direct,,1,
liconsa sa de cv,COMPRA VENTA DE LECHE FRESCA FRIA,Compra de leche,13198000,MXN,13198000,03/01/2015,2015,SOCIEDAD DE PRODUCTORES LACTEOS DE SANTA ROSALIA S.P.R. DE R.L. DE C.V.,OCDS-0UD2Q6-CADQ/2753/2015,direct,,1,
