contracts/awardID,_nomenclatura,tender/tenderPeriod/startDate,buyer/name,tender/description,tender/numberOfBidders,tender/value/currency,planning/budget/estimatedValue,contracts/contractingRegime/name,contracts/items/classification/scheme,tender/procurementMethod,_contracts/id/additionalInformation,contracts/value/amount,entidad_contratante,awards/suppliers/name,ruc,contracts/description,contracts/value/currency,contracts/value/amount/original,contracts/period/startDate,contracts/contractingNumber
285349,DIRECTA-PROC-1-2016-CS-MDS-1,2016-07-26,MUNICIPALIDAD DISTRITAL DE SURQUILLO,ADQUISICIÓN DE INSUMOS PARA EL PROGRAMA DEL VASO DE LECHE- ITEM I ADQUISICIÓN DE HOJUELA DE CEREALES PRE COCIDOS ENRIQUECIDOS CON VITAMINAS Y MINERALES EN BOLSA DE 440 GR Y EL ITEM II ADQUISICIÓN DE LECHE EVAPORADA ESTERILIZADA DE 410 GR,1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Contratación Directa,Procedimiento,"143984,80",MUNICIPALIDAD DISTRITAL DE SURQUILLO,NIISA CORPORATION SA,20502503180,ADQUISICIÓN DE INSUMOS PARA EL PROGRAMA DEL VASO DE LECHE- ITEM I ADQUISICIÓN DE HOJUELA DE CEREALES PRE COCIDOS ENRIQUECIDOS CON VITAMINAS Y MINERALES EN BOLSA DE 440 GR Y EL ITEM II ADQUISICIÓN DE LECHE EVAPORADA ESTERILIZADA DE 410 GR,PEN,"143984,80",23/08/2016,17-18
288408,LP-SM-1-2016-CS-MDS-1,2016-07-05,MUNICIPALIDAD DISTRITAL DE SURQUILLO,ADQUISICIÓN DE INSUMOS PARA EL PROGRAMA DEL VASO DE LECHE PERIODO 2016- ITEM I ADQUISICIÓN DE HOJUELA DE CEREALES PRE COCIDOS ENRIQUECIDOS CON VITAMINAS Y MINERALES EN BOLSA DE 440 GR Y EL ITEM II ADQUISICIÓN DE LECHE EVAPORADA ESTERILIZADA DE 410 GR,1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Licitación Pública,Sin Modalidad,"878693,72",MUNICIPALIDAD DISTRITAL DE SURQUILLO,NIISA CORPORATION SA,20502503180,ADQUISICIÓN DE INSUMOS PARA EL PROGRAMA DEL VASO DE LECHE PERIODO 2016-  ITEM II ADQUISICIÓN DE LECHE EVAPORADA ESTERILIZADA DE 410 GR,PEN,"431934,10",09/11/2016,23-2016
288408,LP-SM-1-2016-CS-MDS-1,2016-07-05,MUNICIPALIDAD DISTRITAL DE SURQUILLO,ADQUISICIÓN DE INSUMOS PARA EL PROGRAMA DEL VASO DE LECHE PERIODO 2016- ITEM I ADQUISICIÓN DE HOJUELA DE CEREALES PRE COCIDOS ENRIQUECIDOS CON VITAMINAS Y MINERALES EN BOLSA DE 440 GR Y EL ITEM II ADQUISICIÓN DE LECHE EVAPORADA ESTERILIZADA DE 410 GR,1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Licitación Pública,Sin Modalidad,"878693,72",MUNICIPALIDAD DISTRITAL DE SURQUILLO,NIISA CORPORATION SA,20502503180,ADQUISICIÓN DE INSUMOS PARA EL PROGRAMA DEL VASO DE LECHE PERIODO 2016- ITEM I ADQUISICIÓN DE HOJUELA DE CEREALES PRE COCIDOS ENRIQUECIDOS CON VITAMINAS Y MINERALES EN BOLSA DE 440 GR,PEN,"446759,62",09/11/2016,22
284667,AS-SM-39-2016-SLSG/MSI-1,2016-07-22,MUNICIPALIDAD DISTRITAL DE SAN ISIDRO - LIMA,ADQUISICION DE INSUMOS ALIMENTICIOS PARA EL PROGRAMA DEL VASO DE LECHE,1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Adjudicación Simplificada,Sin Modalidad,"94853,20",MUNICIPALIDAD DISTRITAL DE SAN ISIDRO - LIMA,NIISA CORPORATION SA,20502503180,ADQUISICION DE LECHE EVAPORADA ENTERA EN TARRO DE 410GR ITEM 1,PEN,"94853,20",29/09/2016,081-2016-MSI
204992,ADP-CLASICO-3-2015-MDLV-1,2015-11-19,MUNICIPALIDAD DISTRITAL DE LA VICTORIA - CHICLAYO,"ADQUISICION DE LECHE EVAPORADA ENTERA PARA EL PROGRAMA VASO DE LECHE  DE LA MUNICIPALIDAD DISTRITAL DE LA VICTORIA, CHICLAYO, LAMBAYEQUE PARA EL A¥O  2016",1,PEN,"276743,12",Decreto Legislativo Nº 1017 - Ley de Contrataciones del Estado,bien,Adjudicación Directa Pública,Clásico,"276743,12",MUNICIPALIDAD DISTRITAL DE LA VICTORIA - CHICLAYO,NIISA CORPORATION SA,20502503180,CONTRATO PARA EL SUMINISTRIO DE LECHE EVAPORADA ENTERA PARA EL PROGRAMA VASO DE LECHE DE LA MUNICIPALIDAD DISTRITAL DE LA VICTORIA - CHICLAYO - LAMBAYEQUE - AÑO 2016,PEN,"276743,12",20/01/2016,CONTRATO Nº 095-2015-MDLV
338051,AS-SM-1-2017-MDDH-1,2017-02-06,MUNICIPALIDAD DISTRITAL DE DANIEL HERNANDEZ,"ADQUISICION DE ALIMENTOS PARA EL PROGRAMA DE VASO DE LECHE, DE LA MUNICIPALIDAD DISTRITAL DE DANIEL HERNANDEZ",1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Adjudicación Simplificada,Sin Modalidad,"213782,40",MUNICIPALIDAD DISTRITAL DE DANIEL HERNANDEZ,NIISA CORPORATION SA,20502503180,CONTRATO,PEN,"168480,00",10/04/2017,063-2017/MDDH/GM/UL
342884,LP-SM-1-2017-MPHCO/CS-1,2017-02-06,MUNICIPALIDAD PROVINCIAL DE HUANUCO,ADQUISICION DE PRODUCTOS DE PROGRAMA VASO DE LECHE PARA EL EJERCICIO FISCAL 2017,1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Licitación Pública,Sin Modalidad,"906356,00",MUNICIPALIDAD PROVINCIAL DE HUANUCO,NIISA CORPORATION SA,20502503180,ADQUISICION DE PRODUCTOS DE PROGRAMA VASO DE LECHE PARA EL EJERCICIO FISCAL 2017,PEN,"545600,00",30/03/2017,002-2017-MPHCO/GM
337532,AS-SM-2-2017-MDP/CS-1,2017-02-07,MUNICIPALIDAD DISTRITAL DE PICHANAKI,ADQUISICIÓN DE LECHE EVAPORADA PARA EL PROGRAMA VASO DE LECHE DE LA MUNICIPALIDAD DISTRITAL DE PICHANAQUI ¿ EJERCICIO FISCAL 2017,1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Adjudicación Simplificada,Sin Modalidad,"370444,42",MUNICIPALIDAD DISTRITAL DE PICHANAKI,NIISA CORPORATION SA,20502503180,ADQUISICIoN DE LECHE EVAPORADA PARA EL PROGRAMA VASO DE LECHE DE LA MUNICIPALIDAD DISTRITAL DE PICHANAQUI  EJERCICIO FISCAL 2017,NA,"370444,42",25/03/2017,CONTRATO N  006 2017 MDP GM
337498,LP-SM-1-2017-MDA-1,2017-02-07,MUNICIPALIDAD DISTRITAL DE AMARILIS,ADQUISICIÓN DE PRODUCTOS DEL PROGRAMA VASO DE LECHE PARA EL AÑO FISCAL 2017,1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Licitación Pública,Sin Modalidad,"936513,60",MUNICIPALIDAD DISTRITAL DE AMARILIS,NIISA CORPORATION SA,20502503180,ADQUISICIÓN DE PRODUCTOS DEL PROGRAMA VASO DE LECHE PARA EL AÑO FISCAL 2017,PEN,"728270,60",15/05/2017,CONTRATO N°02-2017-MDA-A
347567,LP-SM-1-2017-MPH-CS-1,2017-02-13,MUNICIPALIDAD PROVINCIAL DE HUARAZ,ADQUISICION DE PRODUCTOS PARA EL PROGRAMA VASO DE LECHE DE LA MUNICIPALIDAD PROVINCIAL DE HUARAZ,1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Licitación Pública,Sin Modalidad,"495124,82",MUNICIPALIDAD PROVINCIAL DE HUARAZ,NIISA CORPORATION SA,20502503180,ADQUISICION DE PRODUCTOS PARA EL PROGRAMA VASO DE LECHE DE LA MUNICIPALIDAD PROVINCIAL DE HUARAZ,NA,"318258,35",30/05/2017,09-2017
343024,AS-SM-3-2017-MDC/CS-1,2017-02-27,MUNICIPALIDAD DISTRITAL DE CIENEGUILLA,ADQUISICION DE PRODUCTOS PARA EL PROGRAMA DE VASO DE LECHE,1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Adjudicación Simplificada,Sin Modalidad,"151283,00",MUNICIPALIDAD DISTRITAL DE CIENEGUILLA,NIISA CORPORATION SA,20502503180,ADQUISICION DE HOJUELAS DE CEREALES PARA EL PROGRAMA DE VASO DE LECHE,PEN,"34595,00",27/04/2017,CONTRATO 03
335685,LP-SM-1-2017-CE/MDT-1,2017-02-27,MUNICIPALIDAD DISTRITAL DE EL TAMBO,ADQUISICIÓN DE PRODUCTOS PARA EL PROGRAMA DE VASO DE LECHE,1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Licitación Pública,Sin Modalidad,"1320879,00",MUNICIPALIDAD DISTRITAL DE EL TAMBO,NIISA CORPORATION SA,20502503180,ADQUISICIÓN DE PRODUCTOS PARA EL PROGRAMA DE VASO DE LECHE,PEN,"770784,00",21/06/2017,013-2017-MDT/GAF
243634,LP-SM-1-2016-MDE-CS-1,2016-02-17,MUNICIPALIDAD DISTRITAL DE LA ESPERANZA - TRUJILLO,"CONTRATACION DE SUMINISTRO DE BIENES ALIMENTICIOS PARA EL PROGRAMA VASO DE LECHE CONSISTENTE EN 201,355 LATAS X 410 GRS. DE LECHE EVAPORADA ENTERA PARA EL PERIODO 2016",1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Licitación Pública,Sin Modalidad,"552020,80",MUNICIPALIDAD DISTRITAL DE LA ESPERANZA - TRUJILLO,NIISA CORPORATION SA,20502503180,"CONTRATO PARA LA CONTRATACION DE SUMINISTRO DE BIENES ALIMENTICIOS PARA EL PROGRAMA VASO DE LECHE CONSISTENTE EN 190,352 LATAS X 410 GRS. DE LECHE EVAPORADA ENTERA PARA EL PERIODO 2016",PEN,"552020,80",27/04/2016,010-2016-MDE
241623,AS-SM-2-2016-CS-MDM-1,2016-02-15,MUNICIPALIDAD DISTRITAL DE MALA,SUMINISTRO DE BIENES ALIMENTICIOS PARA ATENDER EL PROGRAMA VASO DE LECHE PERIODO REGULAR 2016,1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Adjudicación Simplificada,Sin Modalidad,"216948,00",MUNICIPALIDAD DISTRITAL DE MALA,NIISA CORPORATION SA,20502503180,"CONTRATO DE SUMINISTRO DE BIENES ALIMENTICIOS PARA ATENDER A LOS BENEFICIARIOS DEL PROGRAMA VASO DE LECHE PERIDODO REGULAR 2016, LECHE EVAPORADA ENTERA EN BOLSITARRO DE 410 GR",PEN,"114631,20",21/03/2016,2
240922,LP-SM-1-2016-CE-PROVAL-MPI-1,2016-02-10,MUNICIPALIDAD PROVINCIAL DE ICA,CONTRATACION DE INSUMOS PARA EL PROGRAMA DEL VASO DE LECHE DE LA MPI AÑO 2016,1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Licitación Pública,Sin Modalidad,"631701,20",MUNICIPALIDAD PROVINCIAL DE ICA,NIISA CORPORATION SA,20502503180,CONTRATACION DE INSUMOS PARA EL PROGRAMA DEL VASO DE LECHE DE LA MPI AÑO 2016,PEN,"631701,20",19/04/2016,010-2016
243402,AS-SM-1-2016-CS-MDH-1,2016-02-24,MUNICIPALIDAD DISTRITAL DE HUALMAY,SUMINISTRO DE PRODUCTOS PARA EL PROGRAMA VASO DE LECHE HUALMAY 2016,1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Adjudicación Simplificada,Sin Modalidad,"175985,46",MUNICIPALIDAD DISTRITAL DE HUALMAY,NIISA CORPORATION SA,20502503180,SUMINISTRO DE PRODUCTOS PARA EL PROGRAMA,PEN,"100359,00",10/05/2016,resolucion alcaldia 134-2016
244223,LP-SM-1-2016-CS/LP-PVL-MPT-1,2016-02-26,MUNICIPALIDAD PROVINCIAL DE TALARA - PARIÑAS,ADQUISICIÓN DE INSUMOS PARA EL PROGRAMA VASO DE LECHE DE LA MUNICIPALIDAD PROVINCIAL DE  TALARA AÑO FISCAL 2016,1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Licitación Pública,Sin Modalidad,"1056845,85",MUNICIPALIDAD PROVINCIAL DE TALARA - PARIÑAS,NIISA CORPORATION SA,20502503180,CONTRATO DE SUMINISTRO DE LECHE EVAPORADA ENTERA EN LATAS DE 410 GRAMOS PARA EL PROGRAMA DE VASO DE LECHE DE MUNICIPALIDAD PROVINCIAL DE TALARA AÑO FISCAL 2016,PEN,"599035,85",03/05/2016,014-04-2016-MPT
243539,LP-SM-2-2016-MPCI/CE-1,2016-02-24,MUNICIPALIDAD PROVINCIAL DE EL COLLAO - ILAVE,ADQUISICION DE INSUMOS (LECHE EVAPORADA DE 410 GRAMOS) PARA EL PROGRAMA VASO DE LECHE DE LA MUNICIPALIDAD PROVINCIAL DE EL COLLAO - ILAVE,1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Licitación Pública,Sin Modalidad,"543525,88",MUNICIPALIDAD PROVINCIAL DE EL COLLAO - ILAVE,NIISA CORPORATION SA,20502503180,LECHE EVAPORADA,PEN,"543525,88",04/05/2016,NRO 021-2016-MPCI
239862,LP-SM-1-2016-CE/MDSM-1,2016-02-05,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL,ADQUISICION DE INSUMOS PARA EL PROGRAMA DEL VASO DE LECHE DE LA MUNICIPALIDAD DISTRITAL DE SAN MIGUEL,1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Licitación Pública,Sin Modalidad,"588521,95",MUNICIPALIDAD DISTRITAL DE SAN MIGUEL,NIISA CORPORATION SA,20502503180,ADQUISICION DE INSUMOS PARA EL PROGRAMA DE VASO DE LECHE DE LA MUNICIPALIDAD DISTRITAL DE SAN MIGUEL,NA,"588521,95",19/04/2016,S/N
241778,AS-SM-2-2016-MPH/CS-2,2016-02-16,MUNICIPALIDAD PROVINCIAL DE HUANCAVELICA,Adquicision de Leche Evaporada Entera en tarro de 400 a 410 gr. PARA EL PROGRAMA VASO DE LECHE DE LA MUNICIPALIDAD PROVINCIAL DE HUANCAVELICA.,2,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Adjudicación Simplificada,Sin Modalidad,"374517,00",MUNICIPALIDAD PROVINCIAL DE HUANCAVELICA,NIISA CORPORATION SA,20502503180,Adquicision de Leche Evaporada Entera en tarro de 400 a 410 gr. PARA EL PROGRAMA VASO DE LECHE DE LA MUNICIPALIDAD PROVINCIAL DE HUANCAVELICA,PEN,"374517,00",22/03/2016,024-2016-GM/MPH
243220,AS-SM-1-2016-SGA/MDJM-1,2016-02-23,MUNICIPALIDAD DISTRITAL DE JESUS MARIA,ADQUISICION DE INSUMOS PARA EL PROGRAMA DEL VASO DE LECHE DEL DISTRITO DE JESUS MARIA,1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Adjudicación Simplificada,Sin Modalidad,"97492,70",MUNICIPALIDAD DISTRITAL DE JESUS MARIA,NIISA CORPORATION SA,20502503180,ADQUISICION DE INSUMOS PARA EL PROGRAMA DEL VASO DE LECHE DEL DISTRITO DE JESUS MARIA ITEM 1 Y 2,NA,"97492,70",04/04/2016,3 y 4
243948,AS-SM-1-2016-CSAS/MPCH-1,2016-02-25,MUNICIPALIDAD PROVINCIAL DE CHUPACA,ADQUISICION DE ALIMENTOS PARA EL PROGRAMA VASO DE LECHE DE LA MUNICIPALIDAD PROVINCIAL DE CHUPACA,1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Adjudicación Simplificada,Sin Modalidad,"213608,98",MUNICIPALIDAD PROVINCIAL DE CHUPACA,NIISA CORPORATION SA,20502503180,Adquisicion de productos alimenticios para el programa vaso de leche de abril a diciembre del 2016,PEN,"124653,60",23/04/2016,069-2016-MPCH
243012,AS-SM-1-2016-CS/MPC-1,2016-02-22,MUNICIPALIDAD PROVINCIAL DE CASMA,ADQUISICION DE INSUMOS PARA EL PROGRAMA DEL VASO DE LECHE MARZO - DICIEMBRE 2016,1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Adjudicación Simplificada,Sin Modalidad,"257712,38",MUNICIPALIDAD PROVINCIAL DE CASMA,NIISA CORPORATION SA,20502503180,ADQUISICION DE LECHE EVAPORADA X 410 GR,PEN,"140833,38",10/05/2016,004-2016
242198,AS-SM-1-2016-MDP/CS-1,2016-02-17,MUNICIPALIDAD DISTRITAL DE PATIVILCA,ADQUISICION DE ALIMENTOS PARA EL PROGRAMA DEL VASO DE LECHE 2016.,1,PEN,NA,Ley N° 30225 - Ley de Contrataciones del Estado,bien,Adjudicación Simplificada,Sin Modalidad,"143371,71",MUNICIPALIDAD DISTRITAL DE PATIVILCA,NIISA CORPORATION SA,20502503180,ADQUISICION DE ALIMENTOS PARA EL PROGRAMA DEL VASO DE LECHE 2016,PEN,"74416,14",22/04/2016,001-2016-MDP
213189,LP-CLASICO-7-2015-MPC-CE-1,2015-12-01,MUNICIPALIDAD PROVINCIAL DEL CALLAO,ADQUISICIÓN DE INSUMOS PARA EL PROGRAMA VASO DE LECHE PERIODO 2016 - 2017,1,PEN,"7641939,06",Decreto Legislativo Nº 1017 - Ley de Contrataciones del Estado,bien,Licitación Pública,Clásico,"7641939,06",MUNICIPALIDAD PROVINCIAL DEL CALLAO,NIISA CORPORATION SA,20502503180,CONTRATO PARA LA ADQUISICIÓN DE INSUMOS PARA EL PROGRAMA VASO DE LECHE PERIODO 2016-2017 - ÍTEM 01 - LECHE EVAPORADA,PEN,"5335048,80",01/02/2016,001-LP 007-2015-MPC-CE
213189,LP-CLASICO-7-2015-MPC-CE-1,2015-12-01,MUNICIPALIDAD PROVINCIAL DEL CALLAO,ADQUISICIÓN DE INSUMOS PARA EL PROGRAMA VASO DE LECHE PERIODO 2016 - 2017,1,PEN,"7641939,06",Decreto Legislativo Nº 1017 - Ley de Contrataciones del Estado,bien,Licitación Pública,Clásico,"7641939,06",MUNICIPALIDAD PROVINCIAL DEL CALLAO,NIISA CORPORATION SA,20502503180,CONTRATO PARA LA ADQUISICIÓN DE INSUMOS PARA EL PROGRAMA VASO DE LECHE PERIODO 2016-2017 - ÍTEM 02 - HOJUELAS,PEN,"2306890,26",01/02/2016,002-LP 007-2015-MPC-CE
219069,ADS-CLASICO-3-2015-MDP/CEP-1,2015-12-10,MUNICIPALIDAD DISTRITAL DE POMALCA,Adquisición de alimentos para el programa del vaso de leche enero a diciembre del 2016 leche evaporada entera en tarro de 410 gr,1,PEN,"91259,52",Decreto Legislativo Nº 1017 - Ley de Contrataciones del Estado,bien,Adjudicación Directa Selectiva,Clásico,"89728,32",MUNICIPALIDAD DISTRITAL DE POMALCA,NIISA CORPORATION SA,20502503180,adquisicion de leche evaporada,PEN,"89728,32",19/01/2016,sn
230595,LP-CLASICO-1-2015-CE/MDB-1,2015-12-30,MUNICIPALIDAD DISTRITAL DE BREÑA,ADQUISICION DE INSUMOS PARA EL PROGRAMA DE VASO DE LECHE PERIODOS 2016 Y 2017,1,PEN,"886521,80",Decreto Legislativo Nº 1017 - Ley de Contrataciones del Estado,bien,Licitación Pública,Clásico,"886521,80",MUNICIPALIDAD DISTRITAL DE BREÑA,NIISA CORPORATION SA,20502503180,ADQUISICION DE INSUMOS ALIMENTICIOS PARA EL PROGRAMA DE VASO DE LECHE PERIODOS 2016 Y 2017 (ITEM N° 02- HOJUELA DE CEREALES AZUCARADOS Y ENRIQUECIDOS CON VITAMINAS Y MINERALES),PEN,"255578,40",07/04/2016,N° 002-2016-GM/MDB
230595,LP-CLASICO-1-2015-CE/MDB-1,2015-12-30,MUNICIPALIDAD DISTRITAL DE BREÑA,ADQUISICION DE INSUMOS PARA EL PROGRAMA DE VASO DE LECHE PERIODOS 2016 Y 2017,1,PEN,"886521,80",Decreto Legislativo Nº 1017 - Ley de Contrataciones del Estado,bien,Licitación Pública,Clásico,"886521,80",MUNICIPALIDAD DISTRITAL DE BREÑA,NIISA CORPORATION SA,20502503180,ADQUISICION DE INSUMOS ALIMENTICIOS PARA EL PROGRAMA DE VASO DE LECHE PERIODOS 2016 Y 2017 (ITEM N° 01- LECHE EVAPORADA ENTERA,PEN,"358329,80",07/04/2016,N° 001-2016-GM/MDB
230595,LP-CLASICO-1-2015-CE/MDB-1,2015-12-30,MUNICIPALIDAD DISTRITAL DE BREÑA,ADQUISICION DE INSUMOS PARA EL PROGRAMA DE VASO DE LECHE PERIODOS 2016 Y 2017,1,PEN,"886521,80",Decreto Legislativo Nº 1017 - Ley de Contrataciones del Estado,bien,Licitación Pública,Clásico,"886521,80",MUNICIPALIDAD DISTRITAL DE BREÑA,NIISA CORPORATION SA,20502503180,ADQUISICION DE INSUMOS ALIMENTICIOS PARA EL PROGRAMA DE VASO DE LECHE PERIODOS 2016 Y 2017 (ITEM N° 03- CEREAL INSTANTANEO),PEN,"272613,60",07/04/2016,N° 003-2016-GM/MDB
231845,LP-CLASICO-16-2015-CE/MDSJL-1,2015-12-30,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE LURIGANCHO,ADQUISICION DE INSUMOS ALIMENTICIOS PARA EL PROGRAMA DEL VASO DE LECHE DEL DISTRITO DE SAN JUAN DE LURIGANCHO,1,PEN,"21176681,98",Decreto Legislativo Nº 1017 - Ley de Contrataciones del Estado,bien,Licitación Pública,Clásico,"21176681,98",MUNICIPALIDAD DISTRITAL DE SAN JUAN DE LURIGANCHO,NIISA CORPORATION SA,20502503180,ADQUISICION DE INSUMOS ALIMENTICIOS PARA EL PROGRAMA DEL VASO DE LECHE DEL DISTRITO DE SAN JUAN DE LURIGANCHO,PEN,"21176681,98",15/03/2016,CONTRATO N° 012-2016-MDSJL y CONTRATO N° 013-2016-MDSJL
112259,EXO-PROC-1-2015-ULSGCP-OGA/MVES,2015-05-22,MUNICIPALIDAD DISTRITAL DE VILLA EL SALVADOR,ADQUISICION DE INSUMOS PARA EL PROGRAMA VASO DE LECHE,NA,PEN,"1274977,00",Decreto Legislativo Nº 1017 - Ley de Contrataciones del Estado,bien,Exoneración,Procedimiento,"1197377,44",MUNICIPALIDAD DISTRITAL DE VILLA EL SALVADOR,NIISA CORPORATION SA,20502503180,ADQUISICION DE INSUMOS PARA EL PROGRAMA VASO DE LECHE ITEM I LECHE EVAPORADA,NA,"643529,60",15/07/2015,3043-2015
112259,EXO-PROC-1-2015-ULSGCP-OGA/MVES,2015-05-22,MUNICIPALIDAD DISTRITAL DE VILLA EL SALVADOR,ADQUISICION DE INSUMOS PARA EL PROGRAMA VASO DE LECHE,NA,PEN,"1274977,00",Decreto Legislativo Nº 1017 - Ley de Contrataciones del Estado,bien,Exoneración,Procedimiento,"1197377,44",MUNICIPALIDAD DISTRITAL DE VILLA EL SALVADOR,NIISA CORPORATION SA,20502503180,CONTRATO PARA LA ADQUISICION DE INSUMOS PARA EL PROGRAMA VASO DE LECHE ITEM II HOJUELA DE CEREALES ENRIQUECIDOS AZUCARADOS,PEN,"553847,84",15/07/2015,3044-2015
106931,ADS-CLASICO-1-2015-CEP/MDP-1,2015-05-22,MUNICIPALIDAD DISTRITAL DE PAZOS,ADQUISICION DE PRODUCTOS PARA EL PROGRAMA DEL VASO DE LECHE PERIODO 2015 PARA LA MUNICIPALIDAD DISTRITAL DE PAZOS,1,PEN,"183300,00",Decreto Legislativo Nº 1017 - Ley de Contrataciones del Estado,bien,Adjudicación Directa Selectiva,Clásico,"179239,20",MUNICIPALIDAD DISTRITAL DE PAZOS,NIISA CORPORATION SA,20502503180,ADQUISICIÓN DE ALIMENTOS PARA EL PROGRAMA VASO DE LECHE DE LA MUNICIPALIDAD DISTRITAL DE PAZOS AÑO 2015 LECHE EVAPORADA ENTERA X 410 GR PARA EL PROGRAMA DEL VASO DE LECHE PERIODO  2015 MUNICIPALIDAD DISTRITAL DE PAZOS  TAYACAJA - HUANCAVELICA,PEN,"131299,20",30/07/2015,1
103859,LP-CLASICO-1-2015-CE AD-HOC-1,2015-05-04,MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA - HUARAZ,SUMINISTRO DE INSUMOS PARA EL PROGRAMA VASO DE LECHE PARA LOS BENIFICIARIOS DEL PROGRAMA DE VASO DE LECHE DEL DISTRITO DE INDEPENDENCIA HUARAZ,1,PEN,"492199,24",Decreto Legislativo Nº 1017 - Ley de Contrataciones del Estado,bien,Licitación Pública,Clásico,"309570,87",MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA - HUARAZ,NIISA CORPORATION SA,20502503180,SE REGISTRA CONTRATO,PEN,"309570,87",18/05/2015,N° 001-2015-MDI-GM
114939,LP-CLASICO-2-2015-CE/MDI-1,2015-05-27,MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA - LIMA,ADQUISICION DE INSUMOS PARA EL PROGRAMA DEL VASO DE LECHE,1,PEN,"4681287,78",Decreto Legislativo Nº 1017 - Ley de Contrataciones del Estado,bien,Licitación Pública,Clásico,"4681287,78",MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA - LIMA,NIISA CORPORATION SA,20502503180,ADQUISICION DE INSUMOS PARA EL PROGRAMA DEL VASO DE LECHE,PEN,"4681287,78",06/08/2015,19-20-2015
108271,ADS-CLASICO-1-2015-MPR/CE.-1,2015-05-14,MUNICIPALIDAD PROVINCIAL DE RECUAY,ALIMENTOS PARA EL PROGRAMA VASO DE LECHE 2015,1,PEN,"61908,30",Decreto Legislativo Nº 1017 - Ley de Contrataciones del Estado,bien,Adjudicación Directa Selectiva,Clásico,"43912,80",MUNICIPALIDAD PROVINCIAL DE RECUAY,NIISA CORPORATION SA,20502503180,CONTRATO DE ADQUISICION DE LECHE,PEN,"43912,80",17/12/2015,1
111182,ADS-CLASICO-3-2015-CEP/MDCC-1,2015-05-20,MUNICIPALIDAD DISTRITAL DE CCOCHACCASA,SUMINISTRO DE PRODUCTOS PARA EL PROGRAMA VASO DE LECHE PARA EL DISTRITO DE CCOCHACCASA,1,PEN,"60446,71",Decreto Legislativo Nº 1017 - Ley de Contrataciones del Estado,bien,Adjudicación Directa Selectiva,Clásico,"30682,86",MUNICIPALIDAD DISTRITAL DE CCOCHACCASA,NIISA CORPORATION SA,20502503180,ADQUISICION DE ALIMENTOS PARA EL PROGRAMA VASO DE LECHE ¿ PVL DE LA MUNICIPALIDAD DISTRITAL DE CCOCHACCASA PARA EL AÑO FISCAL 2015,PEN,"30682,86",04/08/2015,CONTRATO Nº 013-2015-OF.LOG-MDCC/A
110407,LP-CLASICO-1-2015-MPH-1,2015-05-18,MUNICIPALIDAD PROVINCIAL DE HUANCAYO,ADQUISICION DE ALIMENTOS PARA EL PROGRAMA DE VASO DE LECHE DEL EJERCICIO 2015 DE LA MUNICIPALIDAD PROVINCIAL DE HUANCAYO.,1,PEN,"914022,00",Decreto Legislativo Nº 1017 - Ley de Contrataciones del Estado,bien,Licitación Pública,Clásico,"1201392,00",MUNICIPALIDAD PROVINCIAL DE HUANCAYO,NIISA CORPORATION SA,20502503180,ADQUISICION DE ALIMENTOS PARA EL PROGRAMA DE VASO DE LECHE DEL EJERCICIO 2015 DE LA MUNICIPALIDAD PROVINCIAL DE HUANCAYO,PEN,"342990,00",09/07/2015,46
