contracts/id,buyer/type,buyer/type/level,buyer/name,buyer/name/subname,NOG CONCURSO,contracts/description,tender/procurementMethod,SUB MODALIDAD,awards/suppliers/id,awards/suppliers/name,contracts/value/amount,tender/tenderPeriod/startDate,tender/tenderPeriod/startDate/month,tender/tenderPeriod/startDate/year,contracts/period/startDate,awards/date,awards/date/month,contracts/period/startDate/Year,contracts/items/classification/scheme,tender/status,tender/tenderPeriod/endDate,tender/tenderPeriod/endDate/month,tender/tenderPeriod/endDate/year,FECHA CAMBIO ESTATUS
31363,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,HOSPITAL GENERAL SAN JUAN DE DIOS,6206085,"FORMULA ESPECIALIZADA. USO REPARACIÓN DE TEJIDOS Y HERIDAS; COMPONENTES: ARGININA, GLUTAMINA, PROTEÍNA DE SUERO DE LA LECHE, VITAMINA K, VITAMINA PARA HOSPITAL GENERAL SAN JUAN DE DIOS",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,5801338,SERVICIOS QUIRURGICOS SOCIEDAD ANONIMA,17200000,19-04-2017,Abril,2017,24-04-2017,24-04-2017,Abril,2017,Salud e insumos hospitalarios|Alimentos y semillas|,Terminado adjudicado,21-04-2017,Abril,2017,NA
31734,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ACCIDENTES CEIBAL,6211240,"Fórmula semielemental sin lactosa con o sin sabor ,Polvo Bote 400 - 1,000 g.<br />",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,671517,ABBOTT LABORATORIOS SOCIEDAD ANONIMA,30561380,20-04-2017,Abril,2017,17-05-2017,17-05-2017,Mayo,2017,Salud e insumos hospitalarios|Otros tipos de bienes o servicios|,Terminado adjudicado,27-04-2017,Abril,2017,NA
32850,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,6226108,EVENTO NO. 2870/17 CODIGO IGSS 403 LECHE A BASE DE SOYA SIN LACTOSA POLVO EXCLUSIVAMENTE BOTE DE 400G-460G.,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,671517,ABBOTT LABORATORIOS SOCIEDAD ANONIMA,7885710,27-04-2017,Abril,2017,02-06-2017,02-06-2017,Junio,2017,Salud e insumos hospitalarios|,Terminado adjudicado,02-05-2017,Mayo,2017,NA
32857,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,6226183,EVENTO NO. 2871/17 CODIGO IGSS 404 FORMULA PARA LACTANTE CON LACTOSA FORMULA SUCEDANEA DE LA LECHE MATERNA EXCLUSIVAMENTE EN POLVO ENVASE DE 400 A 460 GRAMOS.,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,671517,ABBOTT LABORATORIOS SOCIEDAD ANONIMA,34461610,27-04-2017,Abril,2017,02-06-2017,02-06-2017,Junio,2017,Salud e insumos hospitalarios|,Terminado adjudicado,02-05-2017,Mayo,2017,NA
33043,Sector Público,Administración Central,MINISTERIO DE EDUCACIÓN,DIRECCIÓN DEPARTAMENTAL DE EDUCACIÓN DE IZABAL,6228674,3870 bolsas de leche en polvo de 350 gramos.,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,23707445,"TRUJILLO,AVILA,DE LEON,NELVY,LUISA",89010000,25-04-2017,Abril,2017,27-04-2017,27-04-2017,Abril,2017,Alimentos y semillas|,Terminado adjudicado,27-04-2017,Abril,2017,NA
33346,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,6232973,"EVENTO 2909/2017 CODIGO IGSS 455 FORMULA ESPECIALIZADA PARA NIÑOS POLVO DE 400G-460G. ""DIETA SEMI ELEMENTAL SIN LACTOSA PARA NIÑOS DE 01 A 10 AÑOS""",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,671517,ABBOTT LABORATORIOS SOCIEDAD ANONIMA,89983570,27-04-2017,Abril,2017,12-05-2017,12-05-2017,Mayo,2017,Alimentos y semillas|Salud e insumos hospitalarios|,Terminado adjudicado,02-05-2017,Mayo,2017,NA
34191,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,6244483,"EVENTO 3034/2017 CODIGO IGSS 455 FORMULA ESPECIALIZADA PARA NIÑOS POLVO DE 400G-460G. ""DIETA SEMI ELEMENTAL SIN LACTOSA PARA NIÑOS DE 01 A 10 AÑOS""",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,671517,ABBOTT LABORATORIOS SOCIEDAD ANONIMA,89983570,02-05-2017,Mayo,2017,17-05-2017,17-05-2017,Mayo,2017,Alimentos y semillas|Salud e insumos hospitalarios|,Terminado adjudicado,04-05-2017,Mayo,2017,NA
34761,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,6253067,"EVENTO 3364/2017 CODIGO IGSS 455 FORMULA ESPECIALIZADA PARA NIÑOS POLVO DE 400G-460G. ""DIETA SEMI ELEMENTAL SIN LACTOSA PARA NIÑOS DE 01 A 10 AÑOS""",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,671517,ABBOTT LABORATORIOS SOCIEDAD ANONIMA,89983570,03-05-2017,Mayo,2017,27-05-2017,27-05-2017,Mayo,2017,Alimentos y semillas|Salud e insumos hospitalarios|,Terminado adjudicado,05-05-2017,Mayo,2017,NA
34869,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,6254500,"EVENTO NO. 3456/17 CODIGO IGSS 256 FORMULA SEMIELEMENTAL SIN LACTOSA CON O SIN SABOR POLVO BOTE 400-1,000 G.",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,5801338,SERVICIOS QUIRURGICOS SOCIEDAD ANONIMA,12857140,03-05-2017,Mayo,2017,23-05-2017,23-05-2017,Mayo,2017,Salud e insumos hospitalarios|,Terminado adjudicado,05-05-2017,Mayo,2017,NA
34992,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",UNIVERSIDAD DE SAN CARLOS DE GUATEMALA -USAC-,FINCA SAN JULIÁN,6256325,1. 140 quintales de concentrado para vaca lechera<br />2. 125 quintales de concentrado para novilla<br />3. 10 quintales de concentrado peletizado para ternera,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,5031192,"NELSON,PEÑA,,MILTON,GUILLERMO",39273750,03-05-2017,Mayo,2017,05-05-2017,05-05-2017,Mayo,2017,Alimentos y semillas|,Terminado adjudicado,05-05-2017,Mayo,2017,NA
35358,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,6261396,"EVENTO 3460/2017 CODIGO IGSS 455 FORMULA ESPECIALIZADA PARA NIÑOS POLVO DE 400G-460G. ""DIETA SEMI ELEMENTAL SIN LACTOSA PARA NIÑOS DE 01 A 10 AÑOS""",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,671517,ABBOTT LABORATORIOS SOCIEDAD ANONIMA,80318040,04-05-2017,Mayo,2017,30-05-2017,30-05-2017,Mayo,2017,Alimentos y semillas|Salud e insumos hospitalarios|,Terminado adjudicado,08-05-2017,Mayo,2017,NA
35363,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,"HOSPITAL REGIONAL DE HUEHUETENANGO ""DR. JORGE VIDES MOLINA""",6261485,"Adquisición de Leche Consistencia: Polvo, Origen: Soya, Paciente: Lactante, Tipo: Formula,  Lata  de 400 gramos",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,671517,ABBOTT LABORATORIOS SOCIEDAD ANONIMA,2944000,03-05-2017,Mayo,2017,08-05-2017,08-05-2017,Mayo,2017,Alimentos y semillas|,Terminado adjudicado,05-05-2017,Mayo,2017,NA
35804,Sector Público,Administración Central,MINISTERIO DE LA DEFENSA NACIONAL,CENTRO MEDICO MILITAR,6268803,"1,796 Libras y/o Litros Productos Lacteos",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,710605K,"RAMIREZ,LEMUS,,ELIOT,UVALDO",39948550,08-05-2017,Mayo,2017,11-05-2017,11-05-2017,Mayo,2017,Alimentos y semillas|,Terminado adjudicado,10-05-2017,Mayo,2017,NA
35836,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,HOSPITAL GENERAL SAN JUAN DE DIOS,6269311,LECHE. TIPO: DESLACTOSADA; CONSISTENCIA POLVO; PARA EL HOSPITAL GENERAL SAN JUAN DE DIOS.,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,23707445,"TRUJILLO,AVILA,DE LEON,NELVY,LUISA",78750000,04-05-2017,Mayo,2017,12-05-2017,12-05-2017,Mayo,2017,Alimentos y semillas|Salud e insumos hospitalarios|,Terminado adjudicado,08-05-2017,Mayo,2017,NA
36048,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL DE GINECO OBSTETRICIA,6272835,SUMINISTROS DE PRODUCTOS LACTEOS,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,710605K,"RAMIREZ,LEMUS,,ELIOT,UVALDO",17690540,10-05-2017,Mayo,2017,22-05-2017,22-05-2017,Mayo,2017,Alimentos y semillas|,Terminado adjudicado,15-05-2017,Mayo,2017,NA
36085,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL DE GINECO OBSTETRICIA,6273297,PEDIDO DE LECHE,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,91715385,"TECNO SUMINISTROS, SOCIEDAD ANONIMA",6970980,10-05-2017,Mayo,2017,22-05-2017,22-05-2017,Mayo,2017,Alimentos y semillas|,Terminado adjudicado,15-05-2017,Mayo,2017,NA
36155,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO DE RECREACIÓN DE LOS TRABAJADORES -IRTRA-,HOSTALES,6274676,"9,000 litros de leche semidescremada",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,8156468,"HELADOS DE CENTROAMERICA, SOCIEDAD ANONIMA",7.20E+07,08-05-2017,Mayo,2017,11-05-2017,11-05-2017,Mayo,2017,Alimentos y semillas|,Terminado adjudicado,10-05-2017,Mayo,2017,NA
36245,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,HOSPITAL GENERAL SAN JUAN DE DIOS,6276032,FORMULA PARA PERSONAS CON PERDIDA DE PESO INVOLUNTARIA. ADULTO CLASE: SIN LACTOSA; COMPOSICIÓN: ALTA EN PROTEÍNA Y BAJA EN GRASA; CONSISTENCIA POLVO HOSPITAL GENERAL SAN JUAN DE DIOS,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,671517,ABBOTT LABORATORIOS SOCIEDAD ANONIMA,60600000,05-05-2017,Mayo,2017,12-05-2017,12-05-2017,Mayo,2017,Salud e insumos hospitalarios|Alimentos y semillas|,Terminado adjudicado,09-05-2017,Mayo,2017,NA
36259,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,HOSPITAL GENERAL SAN JUAN DE DIOS,6276210,FORMULA PARA LACTANTE SIN LACTOSA TIPO FORMULA SUCEDANEA DE LA LECHE MATERNA BASE LECHE DE VACA CLASE SIN LACTOSA CONSISTENCIA POLVO PARA HOSPITAL GENERAL SAN JUAN DE DIOS,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,7477279,AGENCIA FARMACEUTICA INTERNACIONAL SOCIEDAD ANONIMA,60438400,05-05-2017,Mayo,2017,12-05-2017,12-05-2017,Mayo,2017,Salud e insumos hospitalarios|Alimentos y semillas|,Terminado adjudicado,09-05-2017,Mayo,2017,NA
36290,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,HOSPITAL GENERAL SAN JUAN DE DIOS,6276768,FORMULA POLIMERICA CLASE SIN LACTOSA Y SIN GLUTEN CONSISTENCIA POLVO USO NIÑOS MENORES DE 10 AÑOS PARA HOSPITAL GENERAL SAN JUAN DE DIOS,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,671517,ABBOTT LABORATORIOS SOCIEDAD ANONIMA,73125000,05-05-2017,Mayo,2017,15-05-2017,15-05-2017,Mayo,2017,Salud e insumos hospitalarios|Alimentos y semillas|,Terminado adjudicado,09-05-2017,Mayo,2017,NA
36888,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",UNIVERSIDAD DE SAN CARLOS DE GUATEMALA -USAC-,CENTRO UNIVERSITARIO DE ORIENTE (CUNORI),6284930,40 qq ALIMENTO GANADO LECHERO<br />  40 qq  ALIMENTO AVE POSTURA<br />  50 qq ALIMENTO CERDA LACTANTES<br />150 qq ALIMENTO CERDA GESTANTES<br />  10 qq ALIMENTO PARA CABRA LECHERA<br /> 15 BOLSA DE 25KG PREINICIADOR CERDO,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,91633389,AGRIPEC COPROPIEDAD,56230000,08-05-2017,Mayo,2017,15-05-2017,15-05-2017,Mayo,2017,Alimentos y semillas|,Terminado adjudicado,10-05-2017,Mayo,2017,NA
37233,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,HOSPITAL DE PUERTO BARRIOS,6289835,"ADQUISICION DE LACTEOS, POLLO, EMBUTIDOS Y HUEVOS, PARA EL HOSPITAL DE LA AMISTAD JAPON GUATEMALA, PUERTO BARRIOS, IZABAL, CUBRE EL SEGUNDO CUATRIMESTRE  DEL AÑO 2,017.",Adquisición Directa por Ausencia de Oferta (Art. 32 LCE),NA,16470044,"MENENDEZ,ROJAS,,ALYN,ADEMIR",27280000,09-05-2017,Mayo,2017,12-05-2017,12-05-2017,Mayo,2017,Alimentos y semillas|,Terminado adjudicado,12-05-2017,Mayo,2017,NA
37234,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,HOSPITAL DE PUERTO BARRIOS,6289835,"ADQUISICION DE LACTEOS, POLLO, EMBUTIDOS Y HUEVOS, PARA EL HOSPITAL DE LA AMISTAD JAPON GUATEMALA, PUERTO BARRIOS, IZABAL, CUBRE EL SEGUNDO CUATRIMESTRE  DEL AÑO 2,017.",Adquisición Directa por Ausencia de Oferta (Art. 32 LCE),NA,30805589,"RAMOS,LEIVA,VENEGAS,IVONNE,KARINA",21692000,09-05-2017,Mayo,2017,12-05-2017,12-05-2017,Mayo,2017,Alimentos y semillas|,Terminado adjudicado,12-05-2017,Mayo,2017,NA
37235,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,HOSPITAL DE PUERTO BARRIOS,6289835,"ADQUISICION DE LACTEOS, POLLO, EMBUTIDOS Y HUEVOS, PARA EL HOSPITAL DE LA AMISTAD JAPON GUATEMALA, PUERTO BARRIOS, IZABAL, CUBRE EL SEGUNDO CUATRIMESTRE  DEL AÑO 2,017.",Adquisición Directa por Ausencia de Oferta (Art. 32 LCE),NA,17818214,"BATEN,CARAVANTES,VILLEDA,ENMA,VICTORIA",9216000,09-05-2017,Mayo,2017,12-05-2017,12-05-2017,Mayo,2017,Alimentos y semillas|,Terminado adjudicado,12-05-2017,Mayo,2017,NA
37511,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,"HOSPITAL NACIONAL DE SAN MARCOS, ""DR. MOISES VILLAGRAN MAZARIEGOS""",6293719,"COMPRA DE LEVOCARNITINA, FORMULA PARA NIÑOS DE 0 A 6 MESES CON LACTOSA, MULTIVITAMINAS PEDIATRICAS Y OTROS INSUMOS PARA EL HOSPITAL NACIONAL DE SAN MARCOS ""DR. MOISES VILLAGRAN MAZARIEGOS"".",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,671517,ABBOTT LABORATORIOS SOCIEDAD ANONIMA,1500000,10-05-2017,Mayo,2017,16-05-2017,16-05-2017,Mayo,2017,Salud e insumos hospitalarios|,Terminado adjudicado,15-05-2017,Mayo,2017,NA
37512,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,"HOSPITAL NACIONAL DE SAN MARCOS, ""DR. MOISES VILLAGRAN MAZARIEGOS""",6293719,"COMPRA DE LEVOCARNITINA, FORMULA PARA NIÑOS DE 0 A 6 MESES CON LACTOSA, MULTIVITAMINAS PEDIATRICAS Y OTROS INSUMOS PARA EL HOSPITAL NACIONAL DE SAN MARCOS ""DR. MOISES VILLAGRAN MAZARIEGOS"".",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,84449497,"BIOLOGICOS Y FARMACEUTICOS, SOCIEDAD ANONIMA",1770000,10-05-2017,Mayo,2017,16-05-2017,16-05-2017,Mayo,2017,Salud e insumos hospitalarios|,Terminado adjudicado,15-05-2017,Mayo,2017,NA
37997,Fideicomisos y otras entidades,"ONG's, patronatos, comités, asociaciones y fundaciones",UNIDAD NACIONAL DE ONCOLOGIA PEDIATRICA,UNIDAD NACIONAL DE ONCOLOGIA PEDIATRICA,6300421,"FORMULAS SUCEDANEAS DE LECHE MATERNA, PARA LA UNIDAD NACIONAL DE ONCOLOGIA PEDIÁTRICA",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,5801338,SERVICIOS QUIRURGICOS SOCIEDAD ANONIMA,89544000,11-05-2017,Mayo,2017,15-05-2017,15-05-2017,Mayo,2017,Alimentos y semillas|,Terminado adjudicado,15-05-2017,Mayo,2017,NA
38693,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ACCIDENTES CEIBAL,6310168,SUMINISTRO DE LACTEOS CORRESPONDIENTE AL MES DE JUNIO 2017,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,710605K,"RAMIREZ,LEMUS,,ELIOT,UVALDO",13471250,12-05-2017,Mayo,2017,22-05-2017,22-05-2017,Mayo,2017,Alimentos y semillas|,Terminado adjudicado,17-05-2017,Mayo,2017,NA
39491,Fideicomisos y otras entidades,"ONG's, patronatos, comités, asociaciones y fundaciones","ASOCIACIÓN OBRAS SOCIALES DEL SANTO HERMANO PEDRO, F.F.",CONTABILIDAD GUBERNAMENTAL 01,6320457,FORMULA POLIMERICA PARA ADULTO SIN LACTOSA CON FOS E INULINA,Cotización (Art. 38 LCE),NA,671517,ABBOTT LABORATORIOS SOCIEDAD ANONIMA,395520000,22-05-2017,Mayo,2017,14-07-2017,14-07-2017,Julio,2017,Salud e insumos hospitalarios|,Terminado adjudicado,02-06-2017,Junio,2017,NA
39621,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"HOSPITAL SANTA LUCIA COTZUMALGUAPA, ESCUINTLA",6322360,"COD. 256 FÓRMULA SEMIELEMENTAL SIN LACTOSA CON O SIN SABOR POLVO BOTE 400-1000 G. ENTREGA INMEDIATA, SE  LEVANTARA ACTA  DE INCUMPLIMIENTO AFECTANDOLE COMPRAS FUTURAS, SI NO TIENE ACREDITAMIENTO EN CU",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,5801338,SERVICIOS QUIRURGICOS SOCIEDAD ANONIMA,23691960,16-05-2017,Mayo,2017,23-05-2017,23-05-2017,Mayo,2017,Alimentos y semillas|,Terminado adjudicado,18-05-2017,Mayo,2017,NA
39625,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"HOSPITAL SANTA LUCIA COTZUMALGUAPA, ESCUINTLA",6322441,"COD. 404 FÓRMULA PARA LACTANTE CON LACTOSA FÓRMULA SUCEDÁNEA DE LA LECHE MATERNA EXCLUSIVAMENTE POLVO, ENVASE DE 400 G - 460 G. ENTREGA INMEDIATA, SE  LEVANTARA ACTA  DE INCUMPLIMIENTO AFECTANDOLE COM",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,671517,ABBOTT LABORATORIOS SOCIEDAD ANONIMA,2883210,16-05-2017,Mayo,2017,23-05-2017,23-05-2017,Mayo,2017,Alimentos y semillas|,Terminado adjudicado,18-05-2017,Mayo,2017,NA
39868,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,"HOSPITAL DE SALUD MENTAL ""DR. FEDERICO MORA""",6325548,"DOCUMENTOS PARA COMPRA DIRECTA<br />MSPAS No. 2017-MEN-CD34.<br />SUMINISTRO DE LACTEOS <br />(CREMA DE MESA)<br />HOSPITAL DE SALUD MENTAL ""DR. FEDERICO MORA"".<br />",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,710605K,"RAMIREZ,LEMUS,,ELIOT,UVALDO",12852000,17-05-2017,Mayo,2017,29-05-2017,29-05-2017,Mayo,2017,Alimentos y semillas|,Terminado adjudicado,23-05-2017,Mayo,2017,NA
39935,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"CONSULTORIO SAN JOSÉ PINULA, GUATEMALA",6326358,"ADQUISICIÓN CÓDIGO 404, FORMULA PARA LACTANTE CON LACTOSA FÓRMULA SUCEDÁNEA DE LA LECHE MATERNA EXCLUSIVAMENTE POLVO, ENVASE DE 400 G - 460 G.",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,671517,ABBOTT LABORATORIOS SOCIEDAD ANONIMA,1607140,17-05-2017,Mayo,2017,24-05-2017,24-05-2017,Mayo,2017,Alimentos y semillas|,Terminado adjudicado,19-05-2017,Mayo,2017,NA
39967,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,"HOSPITAL REGIONAL DE HUEHUETENANGO ""DR. JORGE VIDES MOLINA""",6326846,"Adquisición de Fórmula para adulto Clase: Deslactosada, Componente: FOS e inulina, Consistencia: Polvo, Vía de administración: Oral, lata de 400 gramos.",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,671517,ABBOTT LABORATORIOS SOCIEDAD ANONIMA,68320000,19-05-2017,Mayo,2017,23-05-2017,23-05-2017,Mayo,2017,Alimentos y semillas|,Terminado adjudicado,23-05-2017,Mayo,2017,NA
40566,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,HOSPITAL GENERAL SAN JUAN DE DIOS,6334407,"FORMULA ESPECIALIZADA. USO REPARACIÓN DE TEJIDOS Y HERIDAS; COMPONENTES: ARGININA, GLUTAMINA, PROTEÍNA DE SUERO DE LA LECHE, VITAMINA K, VITAMINA PARA HOSPITAL GENERAL SAN JUAN DE DIOS",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,5801338,SERVICIOS QUIRURGICOS SOCIEDAD ANONIMA,8.80E+07,17-05-2017,Mayo,2017,29-05-2017,29-05-2017,Mayo,2017,Salud e insumos hospitalarios|Alimentos y semillas|,Terminado adjudicado,19-05-2017,Mayo,2017,NA
41004,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,6339913,EVENTO 3871/2017. CODIGO IGSS S/C SUMINISTRO DE LACTEOS. PAQUETE,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,710605K,"RAMIREZ,LEMUS,,ELIOT,UVALDO",45713930,19-05-2017,Mayo,2017,29-05-2017,29-05-2017,Mayo,2017,Alimentos y semillas|,Terminado adjudicado,23-05-2017,Mayo,2017,NA
41022,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,6340237,"EVENTO 3875/2017.  CODIGO IGSS S/C SUMINISTRO DE LECHE EN POLVO ENTERA, ENVASE DE 50 DE 55 LIBRAS",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,57623554,"TODO TERRENO MILK PRODUCTS, SOCIEDAD ANONIMA",17142860,19-05-2017,Mayo,2017,29-05-2017,29-05-2017,Mayo,2017,Alimentos y semillas|,Terminado adjudicado,23-05-2017,Mayo,2017,NA
41205,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,HOSPITAL GENERAL SAN JUAN DE DIOS,6342671,FORMULA PARA ADULTO BASE PROTEINA DE ALTA CALIDAD CLASE SIN LACTOSA CONSISTENCIA POLVO TIPO POLIMERICA PARA HOSPITAL GENERAL SAN JUAN DE DIOS,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,671517,ABBOTT LABORATORIOS SOCIEDAD ANONIMA,75168000,18-05-2017,Mayo,2017,23-05-2017,23-05-2017,Mayo,2017,Salud e insumos hospitalarios|Alimentos y semillas|,Terminado adjudicado,22-05-2017,Mayo,2017,NA
41434,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"HOSPITAL SANTA LUCIA COTZUMALGUAPA, ESCUINTLA",6345808,"COD. 403 LECHE A BASE DE SOYA SIN LACTOSA POLVO EXCLUSIVAMENTE BOTE DE 400G-460G. ENTREGA INMEDIATA, SE  LEVANTARA ACTA  DE INCUMPLIMIENTO AFECTANDOLE COMPRAS FUTURAS, SI NO TIENE ACREDITAMIENTO EN CU",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,671517,ABBOTT LABORATORIOS SOCIEDAD ANONIMA,1577140,19-05-2017,Mayo,2017,25-05-2017,25-05-2017,Mayo,2017,Alimentos y semillas|,Terminado adjudicado,23-05-2017,Mayo,2017,NA
41833,Sector Público,"Entidades Descentralizadas, Autónomas y de Seguridad Social",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL DR. JUAN JOSE AREVALO BERMEJO,6351026,"EVENTO 822/2017<br />CODIGO 403<br />LECHE A BASE DE SOYA SIN LACTOSA POLVO EXCLUSIVAMENTE BOTE, DE 400 G-460 G",Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),NA,671517,ABBOTT LABORATORIOS SOCIEDAD ANONIMA,10842860,22-05-2017,Mayo,2017,30-05-2017,30-05-2017,Mayo,2017,Alimentos y semillas|Salud e insumos hospitalarios|,Terminado adjudicado,24-05-2017,Mayo,2017,NA
